"","termID","termName","termDesc","unitName","dataType","relatedTerms"
"2058",1239,"caMjelm","Total dissolution calcium from the <2 mm fraction","milligramsPerKilogram","real",NA
"2059",1240,"feMjelm","Total dissolution iron from the <2 mm fraction","milligramsPerKilogram","real",NA
"2060",1241,"kMjelm","Total dissolution potassium from the <2 mm fraction","milligramsPerKilogram","real",NA
"2061",1242,"mgMjelm","Total dissolution magnesium from the <2 mm fraction","milligramsPerKilogram","real",NA
"2062",1243,"mnMjelm","Total dissolution manganese from the <2 mm fraction","milligramsPerKilogram","real",NA
"2063",1244,"naMjelm","Total dissolution sodium from the <2 mm fraction","milligramsPerKilogram","real",NA
"2064",1245,"pMjelm","Total dissolution phosphorous from the <2 mm fraction","milligramsPerKilogram","real",NA
"2065",1246,"siMjelm","Total dissolution silicon from the <2 mm fraction","milligramsPerKilogram","real",NA
"2066",1247,"srMjelm","Total dissolution strontium from the <2 mm fraction","milligramsPerKilogram","real",NA
"2067",1248,"tiMjelm","Total dissolution titanium from the <2 mm fraction","milligramsPerKilogram","real",NA
"2068",1249,"zrMjelm","Total dissolution zirconium from the <2 mm fraction","milligramsPerKilogram","real",NA
"2069",1250,"phCacl2","pH of the <2 mm fraction in CaCl2","pH","real",NA
"2070",1251,"phH2o","pH of the <2 mm fraction in water","pH","real",NA
"2071",1252,"ec12pre","1:2 Electrical conductivity of the <2 mm fraction","decisiemensPerMeter","real",NA
"2072",1253,"bSatx","Boron in the saturation extract from the <2 mm fraction","millimolesPerLiter","real",NA
"2073",1254,"brSatx","Bromine in the saturation extract from the <2 mm fraction","millimolesPerLiter","real",NA
"2074",1255,"caSatx","Calcium in the saturation extract from the <2 mm fraction","millimolesPerLiter","real",NA
"2075",1256,"clSatx","Chlorine in the saturation extract from the <2 mm fraction","millimolesPerLiter","real",NA
"2076",1257,"co3Satx","Carbonate in the saturation extract from the <2 mm fraction","millimolesPerLiter","real",NA
"2077",1258,"ecSatp","Electrical conductivity of the saturated paste from the <2 mm fraction","decisiemensPerMeter","real",NA
"2078",1259,"flSatx","Florine in the saturation extract from the <2 mm fraction","millimolesPerLiter","real",NA
"2079",1260,"h2oSatx","Water content of the saturation extract from the <2 mm fraction","gramsPerHectogram","real",NA
"2080",1261,"hco3Sx","Bicarbonate in the saturation extract from the <2 mm fraction","millimolesPerLiter","real",NA
"2081",1262,"kSatx","Potassium in the saturation extract from the <2 mm fraction","millimolesPerLiter","real",NA
"2082",1263,"mgSatx","Magnesium in the saturation extract from the <2 mm fraction","millimolesPerLiter","real",NA
"2083",1264,"naSatx","Sodium in the saturation extract from the <2 mm fraction","millimolesPerLiter","real",NA
"2084",1265,"no2Satx","Nitrite in the saturation extract from the <2 mm fraction","millimolesPerLiter","real",NA
"2085",1266,"no3Satx","Nitrate in the saturation extract from the <2 mm fraction","millimolesPerLiter","real",NA
"2086",1267,"pSatx","Phosphate in the saturation extract from the <2 mm fraction","millimolesPerLiter","real",NA
"2087",1268,"phSp","pH of the saturation extract from the <2 mm fraction","pH","real",NA
"2088",1269,"resist","Resistivity of the saturation extract from the <2 mm fraction","siemensPerCentimeter","real",NA
"2089",1270,"so4Satx","Sulfate in the saturation extract from the <2 mm fraction","millimolesPerLiter","real",NA
"2090",1271,"cTot","Total carbon of the <2 mm fraction","gramsPerHectogram","real",NA
"2091",1272,"nTot","Total nitrogen of the <2 mm fraction","gramsPerHectogram","real",NA
"2092",1273,"sTot","Total sulfur of the <2 mm fraction","gramsPerHectogram","real",NA
"2093",1274,"eoc","Estimated organic carbon of the <2 mm fraction","gramsPerHectogram","real",NA
"2094",1275,"sandTot","Total sand (0.047-2 mm) content of the <2 mm fraction","gramsPerHectogram","real",NA
"2095",1276,"siltTot","Total silt (0.002-0.047 mm) content of the <2 mm fraction","gramsPerHectogram","real",NA
"2096",1277,"clayTot","Total clay (<0.002 mm) content of the <2 mm fraction","gramsPerHectogram","real",NA
"2097",1278,"clayFine","Fine clay (<0.0002 mm) content of the <2 mm fraction","gramsPerHectogram","real",NA
"2098",1279,"co3Clay","Carbonate clay (<0.002 mm) content of the <2 mm fraction","gramsPerHectogram","real",NA
"2099",1280,"siltFine","Fine silt (0.002-0.02 mm) content of the <2 mm fraction","gramsPerHectogram","real",NA
"2100",1281,"siltCoarse","Coarse silt (0.02-0.047 mm) content of the <2 mm fraction","gramsPerHectogram","real",NA
"2101",1282,"sandCoarse","Coarse sand (0.5-1 mm) content of the <2 mm fraction","gramsPerHectogram","real",NA
"2102",1283,"sandFine","Fine sand (0.105-0.25 mm) content of the <2 mm fraction","gramsPerHectogram","real",NA
"2103",1284,"sandMedium","Medium sand (0.25-0.5 mm) content of the <2 mm fraction","gramsPerHectogram","real",NA
"2104",1285,"sandVeryCoarse","Very coarse sand (1-2 mm) content of the <2 mm fraction","gramsPerHectogram","real",NA
"2105",1286,"sandVeryFine","Very fine sand (0.047-0.105 mm) content of the <2 mm fraction","gramsPerHectogram","real",NA
"2106",1287,"biogeoWeight2To5","Coarse fragment (2-5 mm) content of the <20 mm size fraction of the biogeochemistry soil sample","gramsPerKilogram","real",NA
"2107",1288,"biogeoWeight5To20","Coarse fragment (5-20 mm) content of the <20 mm size fraction of the biogeochemistry soil sample","gramsPerKilogram","real",NA
"2108",1289,"archiveID","Identifier for the archive sample","NA","string",NA
"2109",1290,"archiveTopDepth","Top depth of the archive sample","centimeter","real",NA
"2110",1291,"archiveBottomDepth","Bottom depth of the archive sample","centimeter","real",NA
"2111",1292,"windDirMinimum","Minimum wind direction","degree","real",NA
"2112",1293,"windDirMaximum","Maximum wind direction","degree","real",NA
"2113",1294,"windSpeedCalmQAQCRpt","Wind speed quality assurance and quality control report for the calm wind test, which indicates whether or not windspeed measurements are calm, (1=fail, 0=pass, -1=NA (i.e, couldn't be run))","NA","string",NA
"2114",1295,"windSpeedCalmFailQM","Wind speed quality metric that summarizes the failed outcomes of the calm wind test over the averaging period, as a percent","percent","real",NA
"2115",1296,"windSpeedCalmPassQM","Wind speed quality metric that summarizes the passed outcomes of the calm wind test over the averaging period, as a percent","percent","real",NA
"2116",1297,"windSpeedCalmNAQM","Wind speed quality metric that summarizes when the calm wind test could not be run over the averaging period, as a percent","percent","real",NA
"2117",1298,"windDirDistortedFlowQAQCRpt","Wind direction quality assurance and quality control report for distorted flow, which indicates whether or not a wind measurement has been influenced by obstacles upstream of the sensor, detailed in NEON.DOC.000783 (1=fail, 0=pass, -1=NA (i.e, couldn't be run))","NA","string",NA
"2118",1299,"windDirDistortedFlowFailQM","Wind direction quality metric that summarizes the failed outcomes of the distorted flow test over the averaging period, as a percent","percent","real",NA
"2119",1300,"windDirDistortedFlowPassQM","Wind direction quality metric that summarizes the passed outcomes of the distorted flow test over the averaging period, as a percent","percent","real",NA
"2120",1301,"windDirDistortedFlowNAQM","Wind direction quality metric that summarizes when the distorted flow test could not be run over the averaging period, as a percent","percent","real",NA
"2121",1302,"dirRadDirectionalQAQCRpt","Direct radiation quality assurance and quality control report for the directional response test, which indicates  whether the Sun's zenith angle was outside of the specified thresholds, detailed in NEON.DOC.000815 (1=fail, 0=pass, -1=NA (i.e, couldn't be run))","NA","string",NA
"2122",1303,"dirRadDirectionalFailQM","Direct radiation quality metric that summarizes the failed outcomes of the directional response test over the averaging period, as a percent","percent","real",NA
"2123",1304,"dirRadDirectionalPassQM","Direct radiation quality metric that summarizes the passed outcomes of the directional response test over the averaging period, as a percent","percent","real",NA
"2124",1305,"dirRadDirectionalNAQM","Direct radiation quality metric that summarizes when the directional response test could not be run over the averaging period, as a percent","percent","real",NA
"2125",1306,"uVectorComponent","U (North-South) vector component","metersPerSecond","real",NA
"2126",1307,"vVectorComponent","V (East-West) vector component","metersPerSecond","real",NA
"2127",1308,"soundSpeed","Speed of sound","metersPerSecond","real",NA
"2128",1309,"sensorTemp","Temperature of sensor","celsius","real",NA
"2129",1310,"2dWindSensorStatus","Health Status of 2D wind speed sensor","NA","integer",NA
"2130",1311,"rawBarometricPressure","Uncalibrated barometric pressure","kilopascal","real",NA
"2131",1312,"sensorStatus","Sensor status","NA","integer",NA
"2132",1313,"infraredThermopileOutput","Infrared thermopile output","volt","real",NA
"2133",1314,"sensorResistance","Sensor body resistance","ohm","real",NA
"2134",1315,"inNetRadPyranometer","Net radiation from upward facing pyranometer","volt","real",NA
"2135",1316,"outNetRadPyranometer","Net radiation from downward facing pyranometer","volt","real",NA
"2136",1317,"inNetRadPyrgeometer","Net radiation from upward facing pyrgeometer","volt","real",NA
"2137",1318,"outNetRadPyrgeometer","Net radiation from downward facing pyrgeometer","volt","real",NA
"2138",1319,"heaterFlag","Heater flag indicating whether the heater was operational for a measurement period, (1 = on, no value = off)","NA","integer",NA
"2139",1320,"inPAR","Incoming photosynthetically active radiation (PAR) (irradiance 400-700 nm)","volt","real",NA
"2140",1321,"outPAR","Outgoing photosynthetically active radiation (PAR) (radiance 400-700 nm)","volt","real",NA
"2141",1322,"secPrecipBucketTips","Indicator of secondary precipitation bucket tip","NA","integer",NA
"2142",1323,"heaterVoltage","Voltage from heater","volt","real",NA
"2143",1324,"pyranometerOutput","Primary Shortwave Radiation Incident Pyranometer","volt","real",NA
"2144",1325,"PRTResistance","Resistance of Platinum Resistance Thermometer (PRT) at temperature T","ohm","real",NA
"2145",1326,"fanSpeed","Fan speed","revolutionsPerMinute","real",NA
"2146",1327,"heater1Flag","Heater flag indicating whether Heater 1 was operational for a measurement period, (1 = on, no value = off)","NA","integer",NA
"2147",1328,"heater2Flag","Heater flag indicating whether Heater 2 was operational for a measurement period, (1 = on, no value = off)","NA","integer",NA
"2148",1329,"linePAR","Incident photosynthetically active radiation along the length of the quantum line sensor","volt","real",NA
"2149",1330,"turbineSpeed","Turbine speed","revolutionsPerMinute","real",NA
"2150",1331,"spectralPhotometerK7","Spectral photometer output","NA","binary",NA
"2151",1332,"rawShortwaveRadiationGlobal","Uncalibrated global shortwave radiation","wattsPerSquareMeter","real",NA
"2152",1333,"rawShortwaveRadiationDiffuse","Uncalibrated diffuse shortwave radiation","wattsPerSquareMeter","real",NA
"2153",1334,"sunPresence","Sun presence flag","NA","integer",NA
"2154",1335,"pitNamedLocation","Named location identifier for the soil pit","NA","string",NA
"2155",1336,"bulkDensLT2mm","Bulk density of the <2 mm size fraction","gramsPerCubicCentimeter","real",NA
"2156",1337,"porosity","Fraction of soil volume comprised of voids","cubicCentimetersPerCubicCentimeter","real",NA
"2157",1338,"bulkDensLT2mmQF","Quality flag for bulk density of <2 mm size fraction","NA","unsigned integer",NA
"2158",1339,"porosityQF","Quality flag for porosity of <2 mm size fraction","NA","unsigned integer",NA
"2159",1340,"coarseFrag5To20","Coarse fragment (2-5 mm) content of the <20 mm size fraction of the biogeochemistry soil sample","gramsPerKilogram","real",NA
"2160",1341,"coarseFrag2To5","Coarse fragment (5-20 mm) content of the <20 mm size fraction of the biogeochemistry soil sample","gramsPerKilogram","real",NA
"2161",1342,"textureQF","Quality flag for sandTot, siltTot, and clayTot","NA","unsigned integer",NA
"2162",1343,"sandQF","Quality flag for sandVeryCoarse, sandCoarse, sandMedium, sandFine, and sandVeryFine","NA","unsigned integer",NA
"2163",1344,"siltQF","Quality flag for siltCoarse and siltFine","NA","unsigned integer",NA
"2164",1345,"archiveLaboratoryName","Name of the laboratory or facility that is processing the archive sample","NA","string",NA
"2165",1346,"windSpeedSensorErrorQAQCRpt","Wind speed quality assurance and quality control report for sensor errors, which indicates whether or not the sensor was reporting an error, (1=fail, 0=pass, -1=NA (i.e, couldn't be run))","NA","string",NA
"2166",1347,"windSpeedSensorErrorFailQM","Wind speed quality metric that summarizes the failed outcomes of the sensor error test over the averaging period, as a percent","percent","real",NA
"2167",1348,"windSpeedSensorErrorPassQM","Wind speed quality metric that summarizes the passed outcomes of the sensor error test over the averaging period, as a percent","percent","real",NA
"2168",1349,"windSpeedSensorErrorNAQM","Wind speed quality metric that summarizes when the sensor error test could not be run over the averaging period, as a percent","percent","real",NA
"2169",1350,"windSpeedCalmWindQF","Wind speed quality flag for the calm wind test, as detailed in NEON.DOC.000780 (1=fail, 0=pass, -1=NA (i.e., couldn't be run))","NA","real",NA
"2170",1351,"windDirSensorErrorQAQCRpt","Wind direction quality assurance and quality control report for sensor errors, which indicates whether or not the sensor was reporting an error, (1=fail, 0=pass, -1=NA (i.e, couldn't be run))","NA","string",NA
"2171",1352,"windDirSensorErrorFailQM","Wind direction quality metric that summarizes the failed outcomes of the sensor error test over the averaging period, as a percent","percent","real",NA
"2172",1353,"windDirSensorErrorPassQM","Wind direction quality metric that summarizes the passed outcomes of the sensor error test over the averaging period, as a percent","percent","real",NA
"2173",1354,"windDirSensorErrorNAQM","Wind direction quality metric that summarizes when the sensor error test could not be run over the averaging period, as a percent","percent","real",NA
"2174",1355,"windDirCalmWindQF","Wind direction quality flag for the calm wind test, as detailed in NEON.DOC.000780 (1=fail, 0=pass, -1=NA (i.e., couldn't be run))","NA","real",NA
"2175",1356,"domainSampleID","Identifier for sample from domain lab","NA","string",NA
"2176",1357,"RH","Relative humidity","percent","real",NA
"2177",1358,"dewPoint","Dew point temperature","celsius","real",NA
"2178",1359,"RHStatus","Status of the relative humidity sensor","NA","real",NA
"2179",1360,"dissolvedOxygenSaturation","Dissolved Oxygen Percent Saturation","percent","real",NA
"2180",1361,"collectedBy","An identifier for the technician who collected the sample or specimen","NA","string",NA
"2181",1362,"streamStage","Reading of water height on staff gauge","meter","real",NA
"2182",1363,"handheldDeviceID","Serial number of the handheld stream velocity device","NA","string",NA
"2183",1364,"velocitySensorID","Serial number of the velocity sensor for the handheld stream velocity device","NA","string",NA
"2184",1365,"filterParamTime","Length of time over which each velocity measurement was collected; this is for fixed point averaging","second","real",NA
"2185",1366,"stationEntryTest","Fixed or non-fixed sample station widths; should be non-fixed","NA","string",NA
"2186",1367,"waterEdge","Defines which edge of the stream where transect starts; follows standard right - left convention for streams","NA","real",NA
"2187",1368,"totalDischarge","Calculated discharge from the velocity meter device","litersPerSecond","real",NA
"2188",1369,"totalDischargeUnits","Discharge measurement units; should be in lps - liters per second","NA","string",NA
"2189",1370,"rawDischargeFile","Raw data file from the handheld device; provided to users as metadata","NA","csv",NA
"2190",1371,"conductance","Conductivity at ambient temperture","microsiemensPerCentimeter","real",NA
"2191",1372,"batteryVoltage","Battery voltage","volt","real",NA
"2192",1373,"conductanceDataQualityID","Data quality code from sensor for conductance","NA","real",NA
"2193",1374,"groundwaterTemp","Temperature in groundwater","celsius","real",NA
"2194",1375,"tempDataQualityID","Data quality code from sensor for temperature","NA","real",NA
"2195",1376,"groundwaterPressure","Pressure of groundwater","kilopascal","real",NA
"2196",1377,"pressureDataQualityID","Data quality code from sensor for pressure","NA","real",NA
"2197",1378,"surfaceWaterTemperature","Temperature in surface water","celsius","real",NA
"2198",1379,"surfaceWaterPressure","Pressure of surface water","kilopascal","real",NA
"2199",1380,"nitrate","Nitrate concentration as micromoler","micromolesPerLiter","real",NA
"2200",1381,"nitrogenInNitrate","Nitrogen in nitrate as mg/L","milligramsPerLiter","real",NA
"2201",1382,"abs254nm","Absorbance at 254 nm","NA","real",NA
"2202",1383,"abs350nm","Absorbance at 350 nm","NA","real",NA
"2203",1384,"bromideTrace","Bromide trace","NA","string",NA
"2204",1385,"correctionMethod","Spec Average or SW Average(Dark Correction Method)","NA","real",NA
"2205",1386,"spectrometerBackgroundSignal","Dark Signal Average (average dark intensity)","NA","real",NA
"2206",1387,"integrationTimeFactor","Integration Time Factor","NA","real",NA
"2207",1388,"spectrometerSignalAt189.29nm","spectrometer intensity at wavelength 189.29 nm","NA","real",NA
"2208",1389,"spectrometerSignalAt190.08nm","spectrometer intensity at wavelength 190.08 nm","NA","real",NA
"2209",1390,"spectrometerSignalAt190.87nm","spectrometer intensity at wavelength 190.87 nm","NA","real",NA
"2210",1391,"spectrometerSignalAt191.67nm","spectrometer intensity at wavelength 191.67 nm","NA","real",NA
"2211",1392,"spectrometerSignalAt192.46nm","spectrometer intensity at wavelength 192.46 nm","NA","real",NA
"2212",1393,"spectrometerSignalAt193.26nm","spectrometer intensity at wavelength 193.26 nm","NA","real",NA
"2213",1394,"spectrometerSignalAt194.05nm","spectrometer intensity at wavelength 194.05 nm","NA","real",NA
"2214",1395,"spectrometerSignalAt194.85nm","spectrometer intensity at wavelength 194.85 nm","NA","real",NA
"2215",1396,"spectrometerSignalAt195.64nm","spectrometer intensity at wavelength 195.64 nm","NA","real",NA
"2216",1397,"spectrometerSignalAt196.44nm","spectrometer intensity at wavelength 196.44 nm","NA","real",NA
"2217",1398,"spectrometerSignalAt197.23nm","spectrometer intensity at wavelength 197.23 nm","NA","real",NA
"2218",1399,"spectrometerSignalAt198.03nm","spectrometer intensity at wavelength 198.03 nm","NA","real",NA
"2219",1400,"spectrometerSignalAt198.83nm","spectrometer intensity at wavelength 198.83 nm","NA","real",NA
"2220",1401,"spectrometerSignalAt199.62nm","spectrometer intensity at wavelength 199.62 nm","NA","real",NA
"2221",1402,"spectrometerSignalAt200.42nm","spectrometer intensity at wavelength 200.42 nm","NA","real",NA
"2222",1403,"spectrometerSignalAt201.22nm","spectrometer intensity at wavelength 201.22 nm","NA","real",NA
"2223",1404,"spectrometerSignalAt202.02nm","spectrometer intensity at wavelength 202.02 nm","NA","real",NA
"2224",1405,"spectrometerSignalAt202.81nm","spectrometer intensity at wavelength 202.81 nm","NA","real",NA
"2225",1406,"spectrometerSignalAt203.61nm","spectrometer intensity at wavelength 203.61 nm","NA","real",NA
"2226",1407,"spectrometerSignalAt204.41nm","spectrometer intensity at wavelength 204.41 nm","NA","real",NA
"2227",1408,"spectrometerSignalAt205.21nm","spectrometer intensity at wavelength 205.21 nm","NA","real",NA
"2228",1409,"spectrometerSignalAt206.01nm","spectrometer intensity at wavelength 206.01 nm","NA","real",NA
"2229",1410,"spectrometerSignalAt206.81nm","spectrometer intensity at wavelength 206.81 nm","NA","real",NA
"2230",1411,"spectrometerSignalAt207.61nm","spectrometer intensity at wavelength 207.61 nm","NA","real",NA
"2231",1412,"spectrometerSignalAt208.41nm","spectrometer intensity at wavelength 208.41 nm","NA","real",NA
"2232",1413,"spectrometerSignalAt209.21nm","spectrometer intensity at wavelength 209.21 nm","NA","real",NA
"2233",1414,"spectrometerSignalAt210.01nm","spectrometer intensity at wavelength 210.01 nm","NA","real",NA
"2234",1415,"spectrometerSignalAt210.81nm","spectrometer intensity at wavelength 210.81 nm","NA","real",NA
"2235",1416,"spectrometerSignalAt211.61nm","spectrometer intensity at wavelength 211.61 nm","NA","real",NA
"2236",1417,"spectrometerSignalAt212.41nm","spectrometer intensity at wavelength 212.41 nm","NA","real",NA
"2237",1418,"spectrometerSignalAt213.21nm","spectrometer intensity at wavelength 213.21 nm","NA","real",NA
"2238",1419,"spectrometerSignalAt214.01nm","spectrometer intensity at wavelength 214.01 nm","NA","real",NA
"2239",1420,"spectrometerSignalAt214.82nm","spectrometer intensity at wavelength 214.82 nm","NA","real",NA
"2240",1421,"spectrometerSignalAt215.62nm","spectrometer intensity at wavelength 215.62 nm","NA","real",NA
"2241",1422,"spectrometerSignalAt216.42nm","spectrometer intensity at wavelength 216.42 nm","NA","real",NA
"2242",1423,"spectrometerSignalAt217.22nm","spectrometer intensity at wavelength 217.22 nm","NA","real",NA
"2243",1424,"spectrometerSignalAt218.03nm","spectrometer intensity at wavelength 218.03 nm","NA","real",NA
"2244",1425,"spectrometerSignalAt218.83nm","spectrometer intensity at wavelength 218.83 nm","NA","real",NA
"2245",1426,"spectrometerSignalAt219.63nm","spectrometer intensity at wavelength 219.63 nm","NA","real",NA
"2246",1427,"spectrometerSignalAt220.43nm","spectrometer intensity at wavelength 220.43 nm","NA","real",NA
"2247",1428,"spectrometerSignalAt221.24nm","spectrometer intensity at wavelength 221.24 nm","NA","real",NA
"2248",1429,"spectrometerSignalAt222.04nm","spectrometer intensity at wavelength 222.04 nm","NA","real",NA
"2249",1430,"spectrometerSignalAt222.85nm","spectrometer intensity at wavelength 222.85 nm","NA","real",NA
"2250",1431,"spectrometerSignalAt223.65nm","spectrometer intensity at wavelength 223.65 nm","NA","real",NA
"2251",1432,"spectrometerSignalAt224.46nm","spectrometer intensity at wavelength 224.46 nm","NA","real",NA
"2252",1433,"spectrometerSignalAt225.26nm","spectrometer intensity at wavelength 225.26 nm","NA","real",NA
"2253",1434,"spectrometerSignalAt226.06nm","spectrometer intensity at wavelength 226.06 nm","NA","real",NA
"2254",1435,"spectrometerSignalAt226.87nm","spectrometer intensity at wavelength 226.87 nm","NA","real",NA
"2255",1436,"spectrometerSignalAt227.68nm","spectrometer intensity at wavelength 227.68 nm","NA","real",NA
"2256",1437,"spectrometerSignalAt228.48nm","spectrometer intensity at wavelength 228.48 nm","NA","real",NA
"2257",1438,"spectrometerSignalAt229.29nm","spectrometer intensity at wavelength 229.29 nm","NA","real",NA
"2258",1439,"spectrometerSignalAt230.09nm","spectrometer intensity at wavelength 230.09 nm","NA","real",NA
"2259",1440,"spectrometerSignalAt230.9nm","spectrometer intensity at wavelength 230.9 nm","NA","real",NA
"2260",1441,"spectrometerSignalAt231.71nm","spectrometer intensity at wavelength 231.71 nm","NA","real",NA
"2261",1442,"spectrometerSignalAt232.51nm","spectrometer intensity at wavelength 232.51 nm","NA","real",NA
"2262",1443,"spectrometerSignalAt233.32nm","spectrometer intensity at wavelength 233.32 nm","NA","real",NA
"2263",1444,"spectrometerSignalAt234.13nm","spectrometer intensity at wavelength 234.13 nm","NA","real",NA
"2264",1445,"spectrometerSignalAt234.93nm","spectrometer intensity at wavelength 234.93 nm","NA","real",NA
"2265",1446,"spectrometerSignalAt235.74nm","spectrometer intensity at wavelength 235.74 nm","NA","real",NA
"2266",1447,"spectrometerSignalAt236.55nm","spectrometer intensity at wavelength 236.55 nm","NA","real",NA
"2267",1448,"spectrometerSignalAt237.36nm","spectrometer intensity at wavelength 237.36 nm","NA","real",NA
"2268",1449,"spectrometerSignalAt238.16nm","spectrometer intensity at wavelength 238.16 nm","NA","real",NA
"2269",1450,"spectrometerSignalAt238.97nm","spectrometer intensity at wavelength 238.97 nm","NA","real",NA
"2270",1451,"spectrometerSignalAt239.78nm","spectrometer intensity at wavelength 239.78 nm","NA","real",NA
"2271",1452,"spectrometerSignalAt240.59nm","spectrometer intensity at wavelength 240.59 nm","NA","real",NA
"2272",1453,"spectrometerSignalAt241.4nm","spectrometer intensity at wavelength 241.4 nm","NA","real",NA
"2273",1454,"spectrometerSignalAt242.21nm","spectrometer intensity at wavelength 242.21 nm","NA","real",NA
"2274",1455,"spectrometerSignalAt243.01nm","spectrometer intensity at wavelength 243.01 nm","NA","real",NA
"2275",1456,"spectrometerSignalAt243.82nm","spectrometer intensity at wavelength 243.82 nm","NA","real",NA
"2276",1457,"spectrometerSignalAt244.63nm","spectrometer intensity at wavelength 244.63 nm","NA","real",NA
"2277",1458,"spectrometerSignalAt245.44nm","spectrometer intensity at wavelength 245.44 nm","NA","real",NA
"2278",1459,"spectrometerSignalAt246.25nm","spectrometer intensity at wavelength 246.25 nm","NA","real",NA
"2279",1460,"spectrometerSignalAt247.06nm","spectrometer intensity at wavelength 247.06 nm","NA","real",NA
"2280",1461,"spectrometerSignalAt247.87nm","spectrometer intensity at wavelength 247.87 nm","NA","real",NA
"2281",1462,"spectrometerSignalAt248.68nm","spectrometer intensity at wavelength 248.68 nm","NA","real",NA
"2282",1463,"spectrometerSignalAt249.49nm","spectrometer intensity at wavelength 249.49 nm","NA","real",NA
"2283",1464,"spectrometerSignalAt250.3nm","spectrometer intensity at wavelength 250.3 nm","NA","real",NA
"2284",1465,"spectrometerSignalAt251.11nm","spectrometer intensity at wavelength 251.11 nm","NA","real",NA
"2285",1466,"spectrometerSignalAt251.92nm","spectrometer intensity at wavelength 251.92 nm","NA","real",NA
"2286",1467,"spectrometerSignalAt252.73nm","spectrometer intensity at wavelength 252.73 nm","NA","real",NA
"2287",1468,"spectrometerSignalAt253.55nm","spectrometer intensity at wavelength 253.55 nm","NA","real",NA
"2288",1469,"spectrometerSignalAt254.36nm","spectrometer intensity at wavelength 254.36 nm","NA","real",NA
"2289",1470,"spectrometerSignalAt255.17nm","spectrometer intensity at wavelength 255.17 nm","NA","real",NA
"2290",1471,"spectrometerSignalAt255.98nm","spectrometer intensity at wavelength 255.98 nm","NA","real",NA
"2291",1472,"spectrometerSignalAt256.79nm","spectrometer intensity at wavelength 256.79 nm","NA","real",NA
"2292",1473,"spectrometerSignalAt257.6nm","spectrometer intensity at wavelength 257.6 nm","NA","real",NA
"2293",1474,"spectrometerSignalAt258.41nm","spectrometer intensity at wavelength 258.41 nm","NA","real",NA
"2294",1475,"spectrometerSignalAt259.23nm","spectrometer intensity at wavelength 259.23 nm","NA","real",NA
"2295",1476,"spectrometerSignalAt260.04nm","spectrometer intensity at wavelength 260.04 nm","NA","real",NA
"2296",1477,"spectrometerSignalAt260.85nm","spectrometer intensity at wavelength 260.85 nm","NA","real",NA
"2297",1478,"spectrometerSignalAt261.66nm","spectrometer intensity at wavelength 261.66 nm","NA","real",NA
"2298",1479,"spectrometerSignalAt262.48nm","spectrometer intensity at wavelength 262.48 nm","NA","real",NA
"2299",1480,"spectrometerSignalAt263.29nm","spectrometer intensity at wavelength 263.29 nm","NA","real",NA
"2300",1481,"spectrometerSignalAt264.1nm","spectrometer intensity at wavelength 264.1 nm","NA","real",NA
"2301",1482,"spectrometerSignalAt264.91nm","spectrometer intensity at wavelength 264.91 nm","NA","real",NA
"2302",1483,"spectrometerSignalAt265.73nm","spectrometer intensity at wavelength 265.73 nm","NA","real",NA
"2303",1484,"spectrometerSignalAt266.54nm","spectrometer intensity at wavelength 266.54 nm","NA","real",NA
"2304",1485,"spectrometerSignalAt267.35nm","spectrometer intensity at wavelength 267.35 nm","NA","real",NA
"2305",1486,"spectrometerSignalAt268.17nm","spectrometer intensity at wavelength 268.17 nm","NA","real",NA
"2306",1487,"spectrometerSignalAt268.98nm","spectrometer intensity at wavelength 268.98 nm","NA","real",NA
"2307",1488,"spectrometerSignalAt269.79nm","spectrometer intensity at wavelength 269.79 nm","NA","real",NA
"2308",1489,"spectrometerSignalAt270.61nm","spectrometer intensity at wavelength 270.61 nm","NA","real",NA
"2309",1490,"spectrometerSignalAt271.42nm","spectrometer intensity at wavelength 271.42 nm","NA","real",NA
"2310",1491,"spectrometerSignalAt272.23nm","spectrometer intensity at wavelength 272.23 nm","NA","real",NA
"2311",1492,"spectrometerSignalAt273.05nm","spectrometer intensity at wavelength 273.05 nm","NA","real",NA
"2312",1493,"spectrometerSignalAt273.86nm","spectrometer intensity at wavelength 273.86 nm","NA","real",NA
"2313",1494,"spectrometerSignalAt274.68nm","spectrometer intensity at wavelength 274.68 nm","NA","real",NA
"2314",1495,"spectrometerSignalAt275.49nm","spectrometer intensity at wavelength 275.49 nm","NA","real",NA
"2315",1496,"spectrometerSignalAt276.31nm","spectrometer intensity at wavelength 276.31 nm","NA","real",NA
"2316",1497,"spectrometerSignalAt277.12nm","spectrometer intensity at wavelength 277.12 nm","NA","real",NA
"2317",1498,"spectrometerSignalAt277.93nm","spectrometer intensity at wavelength 277.93 nm","NA","real",NA
"2318",1499,"spectrometerSignalAt278.75nm","spectrometer intensity at wavelength 278.75 nm","NA","real",NA
"2319",1500,"spectrometerSignalAt279.56nm","spectrometer intensity at wavelength 279.56 nm","NA","real",NA
"2320",1501,"spectrometerSignalAt280.38nm","spectrometer intensity at wavelength 280.38 nm","NA","real",NA
"2321",1502,"spectrometerSignalAt281.19nm","spectrometer intensity at wavelength 281.19 nm","NA","real",NA
"2322",1503,"spectrometerSignalAt282.01nm","spectrometer intensity at wavelength 282.01 nm","NA","real",NA
