startdate,eventid,domainid,siteid,plotid,subplotid,nestedsubplotid,tagid,individualid,vstid,pointid,stemdistance,stemazimuth,supportingstemtagid,previouslytaggedas,taxonid,identificationqualifier,remarks,measuredby,recordedby
2014-12-05,vst_JERC_2014,D03,JERC,JERC_053,21,1,04474,NEON.PLA.D03.JERC.04474,VST.JERC.04474.2014,,,,,,DIVI5,,,smatlick@field-ops.org,jkilmer@field-ops.org
2016-10-05,vst_JERC_2016,D03,JERC,JERC_053,21,4,04485,NEON.PLA.D03.JERC.04485,VST.JERC.04485.2016,,,,,,QUFA,,Tag not found. Tag not found 20180201.,psoucy@field-ops.org,jhill@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_053,21,4,04486,NEON.PLA.D03.JERC.04486,VST.JERC.04486.2014,,,,,,DIVI5,,,smatlick@field-ops.org,jkilmer@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,,04502,NEON.PLA.D03.JERC.04502,,41,18.4,186.8,,,PIPA2,,,psoucy@field-ops.org,dbyerley@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,,04503,NEON.PLA.D03.JERC.04503,,21,10.4,48,,,PIPA2,,,psoucy@field-ops.org,dbyerley@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,,04504,NEON.PLA.D03.JERC.04504,VST.JERC.04504.2014,21,20.8,29.9,,,PIPA2,cf. species,Dead. Tree downed 20180201.,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,39,,04505,NEON.PLA.D03.JERC.04505,,41,18.4,306.1,,,QUFA,,,jshaffer@field-ops.org,lwilkinson@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04507,NEON.PLA.D03.JERC.04507,,,,,,,DIVI5,,,psoucy@field-ops.org,dbyerley@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04508,NEON.PLA.D03.JERC.04508,VST.JERC.04508.2014,,,,,,QUHE2,,Tag not found. Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04509,NEON.PLA.D03.JERC.04509,,,,,,,DIVI5,,,psoucy@field-ops.org,dbyerley@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04510,NEON.PLA.D03.JERC.04510,VST.JERC.04510.2014,,,,,,DIVI5,,Tag not found. Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04511,NEON.PLA.D03.JERC.04511,,,,,,,DIVI5,,Tag moved to new qualifying stems,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04512,NEON.PLA.D03.JERC.04512,VST.JERC.04512.2014,,,,,,QUIN,,Tag not found. Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04513,NEON.PLA.D03.JERC.04513,VST.JERC.04513.2014,,,,,,SAAL5,,Tag not found. Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04514,NEON.PLA.D03.JERC.04514,VST.JERC.04514.2014,,,,,,QUMA6,,Tag not found. Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04515,NEON.PLA.D03.JERC.04515,VST.JERC.04515.2014,,,,,,DIVI5,,"was sms, now sap - tag not found. Tag not found 20180201",rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_051,21,1,04516,NEON.PLA.D03.JERC.04516,VST.JERC.04516.2014,,,,,,DIVI5,,changed from sms to sap - tag not found 2016,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04517,NEON.PLA.D03.JERC.04517,VST.JERC.04517.2014,,,,,,SAAL5,,Tag not found. Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04518,NEON.PLA.D03.JERC.04518,,,,,,,QUMA6,cf. species,,psoucy@field-ops.org,dbyerley@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04519,NEON.PLA.D03.JERC.04519,VST.JERC.04519.2014,,,,,,QUMA6,,Tag not found. Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04520,NEON.PLA.D03.JERC.04520,,,,,,,DIVI5,,changed from sms to sap,psoucy@field-ops.org,dbyerley@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04521,NEON.PLA.D03.JERC.04521,,,,,,,QUIN,,,psoucy@field-ops.org,dbyerley@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04522,NEON.PLA.D03.JERC.04522,VST.JERC.04522.2014,,,,,,DIVI5,,changed from sms to sap - tag not found. Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04523,NEON.PLA.D03.JERC.04523,VST.JERC.04523.2014,,,,,,SAAL5,,Tag not found. Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04524,NEON.PLA.D03.JERC.04524,VST.JERC.04524.2014,,,,,,QUMA6,,Tag not found. Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04525,NEON.PLA.D03.JERC.04525,VST.JERC.04525.2014,,,,,,QUMA6,,Tag not found. Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04526,NEON.PLA.D03.JERC.04526,VST.JERC.04526.2014,,,,,,QUMA6,,Tag not found. Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04528,NEON.PLA.D03.JERC.04528,,,,,,,QUMA6,cf. species,,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04530,NEON.PLA.D03.JERC.04530,,,,,,,QUMA6,cf. species,,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04532,NEON.PLA.D03.JERC.04532,VST.JERC.04532.2014,,,,,,DIVI5,,Tag not found. Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04533,NEON.PLA.D03.JERC.04533,VST.JERC.04533.2014,,,,,,RHCO,,Tag not found. Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04534,NEON.PLA.D03.JERC.04534,,,,,,,QUMA6,cf. species,,psoucy@field-ops.org,dbyerley@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04535,NEON.PLA.D03.JERC.04535,VST.JERC.04535.2014,,,,,,QUFA,,changed from sms to sap - tag not found. Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04536,NEON.PLA.D03.JERC.04536,VST.JERC.04536.2014,,,,,,RHCO,,Tag not found. Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04537,NEON.PLA.D03.JERC.04537,VST.JERC.04537.2014,,,,,,QUMA6,,Tag not found. Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04538,NEON.PLA.D03.JERC.04538,VST.JERC.04538.2014,,,,,,DIVI5,,changed from sap to sms - tag not found Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04539,NEON.PLA.D03.JERC.04539,VST.JERC.04539.2014,,,,,,QUHE2,,changed from sms to sap - tag not found Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04540,NEON.PLA.D03.JERC.04540,VST.JERC.04540.2014,,,,,,DIVI5,,Tag not found. Tag not found 20180201.,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04541,NEON.PLA.D03.JERC.04541,,,,,,,QUIN,,"Tag not found ",rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04542,NEON.PLA.D03.JERC.04542,VST.JERC.04542.2014,,,,,,QUIN,,changed from sms to sap. Tag not found.Tag not found 20180201,psoucy@field-ops.org,dbyerley@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04543,NEON.PLA.D03.JERC.04543,VST.JERC.04543.2014,,,,,,QUMA6,,Tag not found. Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04544,NEON.PLA.D03.JERC.04544,VST.JERC.04544.2014,,,,,,QUIN,,Tag not found. Tag removed from field 20180201.,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04545,NEON.PLA.D03.JERC.04545,VST.JERC.04545.2014,,,,,,QUMA6,,Tag not found. Tag not found 20180201.,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04546,NEON.PLA.D03.JERC.04546,,,,,,,QUMA6,cf. species,May be several very close individuals.,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04547,NEON.PLA.D03.JERC.04547,VST.JERC.04547.2014,,,,,,QUMA6,,Tag not found. Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04548,NEON.PLA.D03.JERC.04548,VST.JERC.04548.2014,,,,,,QUMA6,,Tag not found Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04549,NEON.PLA.D03.JERC.04549,VST.JERC.04549.2014,,,,,,QUMA6,,Tag not found. Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04550,NEON.PLA.D03.JERC.04550,VST.JERC.04550.2014,,,,,,QUMA6,,changed from sms to sap - tag not found. Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,1,04551,NEON.PLA.D03.JERC.04551,,,,,,,QUMA6,,"Tag not found ",rmoritz@field-ops.org,smatlick@field-ops.org
2016-10-12,vst_JERC_2016,D03,JERC,JERC_052,21,1,04552,NEON.PLA.D03.JERC.04552,VST.JERC.04552.2016,,,,,,QUIN,,Tag not found Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2016-10-12,vst_JERC_2016,D03,JERC,JERC_052,21,4,04553,NEON.PLA.D03.JERC.04553,VST.JERC.04553.2016,,,,,,QUMA6,,changed from sms to sap - tag not found. Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2016-10-12,vst_JERC_2016,D03,JERC,JERC_052,21,4,04554,NEON.PLA.D03.JERC.04554,VST.JERC.04554.2016,,,,,,QUIN,,changed from sms to sap - tag not found.  Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2016-10-12,vst_JERC_2016,D03,JERC,JERC_052,21,4,04555,NEON.PLA.D03.JERC.04555,VST.JERC.04555.2016,,,,,,QUIN,,Tag not found. Tag not found 20180201.,rmoritz@field-ops.org,smatlick@field-ops.org
2016-10-12,vst_JERC_2016,D03,JERC,JERC_052,21,4,04556,NEON.PLA.D03.JERC.04556,VST.JERC.04556.2016,,,,,,QUIN,,Tag not found. Tag not found 20180201.,rmoritz@field-ops.org,smatlick@field-ops.org
2016-10-12,vst_JERC_2016,D03,JERC,JERC_052,21,4,04557,NEON.PLA.D03.JERC.04557,VST.JERC.04557.2016,,,,,,QUIN,,Tag not found. Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2016-10-12,vst_JERC_2016,D03,JERC,JERC_052,21,4,04558,NEON.PLA.D03.JERC.04558,VST.JERC.04558.2016,,,,,,QUIN,,Tag not found . Tag not found 20180201,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,4,04563,NEON.PLA.D03.JERC.04563,,,,,,,QUIN,,,psoucy@field-ops.org,dbyerley@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,4,04564,NEON.PLA.D03.JERC.04564,,,,,,,QUIN,,,psoucy@field-ops.org,dbyerley@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,4,04565,NEON.PLA.D03.JERC.04565,,,,,,,QUIN,,bole scar 110-130. apical dominance,psoucy@field-ops.org,dbyerley@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,4,04567,NEON.PLA.D03.JERC.04567,,,,,,,QUFA,,,psoucy@field-ops.org,dbyerley@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,4,04571,NEON.PLA.D03.JERC.04571,,,,,,,QUMA6,cf. species,,psoucy@field-ops.org,dbyerley@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,4,04575,NEON.PLA.D03.JERC.04575,,,,,,,QUMA6,cf. species,,psoucy@field-ops.org,dbyerley@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,4,04576,NEON.PLA.D03.JERC.04576,,,,,,,QUMA6,cf. species,,psoucy@field-ops.org,dbyerley@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,21,4,04577,NEON.PLA.D03.JERC.04577,,,,,,,QUMA6,cf. species,,psoucy@field-ops.org,dbyerley@field-ops.org
2016-10-12,vst_JERC_2016,D03,JERC,JERC_052,21,4,04581,NEON.PLA.D03.JERC.04581,,,,,,,QUMA6,cf. species,,psoucy@field-ops.org,dbyerley@field-ops.org
2016-10-12,vst_JERC_2016,D03,JERC,JERC_052,21,4,04584,NEON.PLA.D03.JERC.04584,,,,,,,QUIN,,,psoucy@field-ops.org,dbyerley@field-ops.org
2016-10-12,vst_JERC_2016,D03,JERC,JERC_052,21,4,04585,NEON.PLA.D03.JERC.04585,VST.JERC.04585.2016,,,,,,QUIN,,,psoucy@field-ops.org,dbyerley@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,39,1,04587,NEON.PLA.D03.JERC.04587,VST.JERC.04587.2014,,,,,,DIVI5,,Tag moved to nonqualifying live stem 20180201.,jshaffer@field-ops.org,dbyerley@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,39,1,04589,NEON.PLA.D03.JERC.04589,VST.JERC.04589.2014,,,,,,QUMA6,cf. species,Tag moved to qualifying live stem 20180201.,jshaffer@field-ops.org,dbyerley@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,39,1,04590,NEON.PLA.D03.JERC.04590,VST.JERC.04590.2014,,,,,,QUIN,,changed from sms to sap. Tag moved to nonqualifying live stem 20180201.,jshaffer@field-ops.org,dbyerley@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,39,1,04593,NEON.PLA.D03.JERC.04593,VST.JERC.04593.2014,,,,,,QUIN,,changed fro sms to sap. Tag moved to nonqualifying live stem 20180201.,jshaffer@field-ops.org,dbyerley@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,39,1,04594,NEON.PLA.D03.JERC.04594,VST.JERC.04594.2014,,,,,,QUIN,,Tag moved to nonqualifying live stem 20180201.,jshaffer@field-ops.org,dbyerley@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,39,1,04597,NEON.PLA.D03.JERC.04597,VST.JERC.04597.2014,,,,,,QUIN,,Tag moved to nonqualifying live stem 20180201.,jshaffer@field-ops.org,dbyerley@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,39,1,04600,NEON.PLA.D03.JERC.04600,VST.JERC.04600.2014,,,,,,QUIN,,Tag moved to nonqualifying live stem 20180201.,jshaffer@field-ops.org,dbyerley@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,39,1,04602,NEON.PLA.D03.JERC.04602,VST.JERC.04602.2014,,,,,,QUIN,,Tag moved to nonqualifying live stem 20180201.,jshaffer@field-ops.org,lwilkinson@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,39,1,04603,NEON.PLA.D03.JERC.04603,VST.JERC.04603.2014,,,,,,QUIN,,Tag moved to nonqualifying live stem 20180201.,jshaffer@field-ops.org,lwilkinson@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,39,1,04605,NEON.PLA.D03.JERC.04605,VST.JERC.04605.2014,,,,,,QUIN,,Tag moved to nonqualifying live stem 20180201.,jshaffer@field-ops.org,lwilkinson@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,39,1,04606,NEON.PLA.D03.JERC.04606,VST.JERC.04606.2014,,,,,,QUIN,,Tag moved to nonqualifying live stem 20180201.,jshaffer@field-ops.org,lwilkinson@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,39,3,04608,NEON.PLA.D03.JERC.04608,VST.JERC.04608.2014,,,,,,QUMA6,cf. species,Tag moved to nonqualifying live stem 20180201.,jshaffer@field-ops.org,lwilkinson@field-ops.org
2016-10-12,vst_JERC_2016,D03,JERC,JERC_052,39,3,04610,NEON.PLA.D03.JERC.04610,VST.JERC.04610.2016,,,,,,QUMA6,,Tag not found. Tag not found 20180201.,rmoritz@field-ops.org,smatlick@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,39,3,04614,NEON.PLA.D03.JERC.04614,VST.JERC.04614.2014,,,,,,QUMA6,cf. species,Tag moved to nonqualifying live stem 20180201.,jshaffer@field-ops.org,lwilkinson@field-ops.org
2014-12-05,vst_JERC_2014,D03,JERC,JERC_052,39,3,04616,NEON.PLA.D03.JERC.04616,VST.JERC.04616.2014,,,,,,QUMA6,cf. species,changed from sms to sap. Tag moved to nonqualifying live stem 20180201.,jshaffer@field-ops.org,lwilkinson@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,,04631,NEON.PLA.D03.JERC.04631,,41,5.4,117.5,,,CELA,cf. species,,jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,,04632,NEON.PLA.D03.JERC.04632,,41,11.2,109.1,,,QUHE2,,,jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,,04633,NEON.PLA.D03.JERC.04633,,41,6.2,145.8,,,QUHE2,,,jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,,04634,NEON.PLA.D03.JERC.04634,,41,20,125,,,QUHE2,,,jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,,04635,NEON.PLA.D03.JERC.04635,VST.JERC.04635.2014,41,21,126.6,,,PIEC2,,,jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,,04636,NEON.PLA.D03.JERC.04636,,41,10,168.4,,,QUMA6,,,jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,,04637,NEON.PLA.D03.JERC.04637,,41,10.5,185,,,QUHE2,,,jhill@field-ops.org,psoucy@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,21,,04638,NEON.PLA.D03.JERC.04638,,41,10,235.8,,,PIPA2,,,Jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,,04647,NEON.PLA.D03.JERC.04647,VST.JERC.04647.2014,23,8.6,84.6,,,PIPA2,,Located south of plot,jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,2,04649,NEON.PLA.D03.JERC.04649,,,,,,,PIPA2,,,Jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,2,04650,NEON.PLA.D03.JERC.04650,,,,,,,QUMA6,,Measured at 40 cm b/c of split in bark at base of bole,jhill@field-ops.org,psoucy@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,2,04651,NEON.PLA.D03.JERC.04651,,,,,,,CAGL8,cf. species,,Jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,2,04652,NEON.PLA.D03.JERC.04652,,,,,,,SAAL5,,,Jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,2,04653,NEON.PLA.D03.JERC.04653,,,,,,,PIPA2,,changed sap to smt,Jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,2,04654,NEON.PLA.D03.JERC.04654,,,,,,,PIPA2,,,Jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,2,04655,NEON.PLA.D03.JERC.04655,,,,,,,QUIN,,,Jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,2,04656,NEON.PLA.D03.JERC.04656,VST.JERC.04656.2014,,,,,,QUIN,,,Jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,2,04657,NEON.PLA.D03.JERC.04657,,,,,,,PIPA2,,,Jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,2,04658,NEON.PLA.D03.JERC.04658,,,,,,,QUIN,,,Jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,2,04659,NEON.PLA.D03.JERC.04659,,,,,,,QUIN,,Measured at 40 cm b/c of split in bark at bole base,jhill@field-ops.org,psoucy@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,2,04660,NEON.PLA.D03.JERC.04660,,,,,,,QUMA6,,,Jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,2,04661,NEON.PLA.D03.JERC.04661,VST.JERC.04661.2014,,,,,,QUMA6,,Tag removed 20180130.,Jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,2,04662,NEON.PLA.D03.JERC.04662,,,,,,,QUMA6,,,Jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,2,04663,NEON.PLA.D03.JERC.04663,,,,,,,QUMA6,,,Jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,2,04665,NEON.PLA.D03.JERC.04665,,,,,,,CRFL2,,changed smt to sis,Jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,2,04666,NEON.PLA.D03.JERC.04666,,,,,,,QUIN,,Measured at 140 cm,jhill@field-ops.org,psoucy@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,4,04667,NEON.PLA.D03.JERC.04667,VST.JERC.04667.2014,,,,,,QUMA6,,On the line could be in either nested 2 or 4.,jhill@field-ops.org,psoucy@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,4,04668,NEON.PLA.D03.JERC.04668,VST.JERC.04668.2014,,,,,,QUHE2,,Could be in either nested 2 or 4,Jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,4,04669,NEON.PLA.D03.JERC.04669,VST.JERC.04669.2014,,,,,,CRFL2,,Could be in either nested 2 or 4,jhill@field-ops.org,psoucy@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,4,04670,NEON.PLA.D03.JERC.04670,,,,,,,QUFA,,,Jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,4,04671,NEON.PLA.D03.JERC.04671,,,,,,,QUIN,,secondary stem from ground - tag at 160 cm,jhill@field-ops.org,psoucy@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,4,04672,NEON.PLA.D03.JERC.04672,,,,,,,QUMA6,,,Jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,4,04673,NEON.PLA.D03.JERC.04673,,,,,,,CRFL2,,,Jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,4,04674,NEON.PLA.D03.JERC.04674,,,,,,,QUMA6,,,Jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,4,04675,NEON.PLA.D03.JERC.04675,,,,,,,CRFL2,,,jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,4,04676,NEON.PLA.D03.JERC.04676,,,,,,,DIVI5,,changed from sap to smt,jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,4,04677,NEON.PLA.D03.JERC.04677,,,,,,,CRFL2,,changed from smt to sis,jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,4,04678,NEON.PLA.D03.JERC.04678,,,,,,,QUMA6,,,jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2015,D03,JERC,JERC_050,23,4,04679,NEON.PLA.D03.JERC.04679,VST.JERC.04679.2015,,,,,,PIPA2,,Tag removed 20180130.,jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,4,04680,NEON.PLA.D03.JERC.04680,,,,,,,QUFA,,,jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,4,04681,NEON.PLA.D03.JERC.04681,,,,,,,CRFL2,,changed from sap to sis,jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,4,04682,NEON.PLA.D03.JERC.04682,,,,,,,CRFL2,,,jkilmer@field-ops.org,cproia@field-ops.org
2014-12-17,vst_JERC_2014,D03,JERC,JERC_050,23,4,04683,NEON.PLA.D03.JERC.04683,,,,,,,QUIN,cf. species,changed from sap to smt,jkilmer@field-ops.org,cproia@field-ops.org
