"","termID","termName","termDesc","unitName","dataType","relatedTerms"
"3164",2334,"peakHeigH2O","Peak height of H2O line, peak height of the H2O feature used for the H2O concentration","partsPerBillionPerCentimeter","real",NA
"3165",2335,"spliFitCH4","Maximum of the spline fit to the CH4 line, used to calculate methane concentration","partsPerBillionPerCentimeter","real",NA
"3166",2336,"peakHeig12C","Peak height of 12C line","partsPerBillionPerCentimeter","real",NA
"3167",2337,"peakHeig13C","Peak height of 13C line","partsPerBillionPerCentimeter","real",NA
"3168",2338,"valvMask","State of external solenoid valves if attached, as a decimal representation of valves 1-6 where each valve is a binary bit (e.g., valve 1 = 1, valve 2 = 2, valve 3 = 4, etc. and the values are added)","NA","real",NA
"3169",2339,"ppmvFwMoleH2O","Total wet mole fraction (fw) of water vapor (H2O) in the air","micromolesPerMole","real",NA
"3170",2340,"N2Flag","Signal to indicate if the instrument is processing the data for N2 gas or background air. 0=air mode, 1=N2 mode","NA","real",NA
"3171",2341,"baseShift","Change in constant term of fitted baseline relative to the empty cavity baseline measured at the factory","partsPerBillionPerCentimeter","real",NA
"3172",2342,"slopShift","Change in linear term of fitted baseline relative to the empty cavity baseline measured at the factory","partsPerBillionPerCentimeter","real",NA
"3173",2343,"resiRMS","Root mean square (RMS) residuals of the least-squares fit","partsPerBillionPerCentimeter","real",NA
"3174",2344,"tempHut","Temperature in the instrument hut","celsius","real",NA
"3175",2345,"RHHut","Humidity in the instrument hut","percent","real",NA
"3176",2346,"baroPresHut","Barometric pressure in the instrument hut","kilopascal","real",NA
"3177",2347,"H2OMixRatioHut","Mixing ratio of water vapor (H2O) in the instrument hut","gramsPerKilogram","real",NA
"3178",2348,"fwMoleH2O","Total wet mole fraction (fw) of water vapor (H2O) in the air","millimolesPerMole","real",NA
"3179",2349,"tempCell","Temperature (temp) of the optical cell","celsius","real",NA
"3180",2350,"presCell","Pressure (pres) of the optical cell","kilopascal","real",NA
"3181",2351,"pumpVoltage","Voltage provided to pump","volt","real",NA
"3182",2352,"valvStat1","Solenoid valve 1 status (0 = close, 1 = open)","NA","integer",NA
"3183",2353,"valvStat2","Solenoid valve 2 status (0 = close, 1 = open)","NA","integer",NA
"3184",2354,"valvStat3","Solenoid valve 3 status (0 = close, 1 = open)","NA","integer",NA
"3185",2355,"valvStat4","Solenoid valve 4 status (0 = close, 1 = open)","NA","integer",NA
"3186",2356,"valvStat5","Solenoid valve 5 status (0 = close, 1 = open)","NA","integer",NA
"3187",2357,"valvStat6","Solenoid valve 6 status (0 = close, 1 = open)","NA","integer",NA
"3188",2358,"valvStat7","Solenoid valve 7 status (0 = close, 1 = open)","NA","integer",NA
"3189",2359,"valvStat8","Solenoid valve 8 status (0 = close, 1 = open)","NA","integer",NA
"3190",2360,"valvCmd1","Solenoid valve 1 command (0 = close, 1 = open)","NA","integer",NA
"3191",2361,"valvCmd2","Solenoid valve 2 command (0 = close, 1 = open)","NA","integer",NA
"3192",2362,"valvCmd3","Solenoid valve 3 command (0 = close, 1 = open)","NA","integer",NA
"3193",2364,"valvCmd4","Solenoid valve 4 command (0 = close, 1 = open)","NA","integer",NA
"3194",2365,"valvCmd5","Solenoid valve 5 command (0 = close, 1 = open)","NA","integer",NA
"3195",2366,"valvCmd6","Solenoid valve 6 command (0 = close, 1 = open)","NA","integer",NA
"3196",2367,"valvCmd7","Solenoid valve 7 command (0 = close, 1 = open)","NA","integer",NA
"3197",2368,"valvCmd8","Solenoid valve 8 command (0 = close, 1 = open)","NA","integer",NA
"3198",2369,"d18OWater","Measure of the ratio of stable isotopes 18O:16O in H2O, relative to the Vienna Standard Mean Ocean Water","permill","real",NA
"3199",2370,"d2HWater","Measure of the ratio of stable isotopes 2H:1H in H2O, relative to the Vienna Standard Mean Ocean Water","permill","real",NA
"3200",2371,"sdgSamplingProtocolVersion","The NEON document number and version of the dissolved gas protocol where detailed information regarding the sampling method used is available; format NEON.DOC.######vX","NA","string",NA
"3201",2372,"asiSamplingProtocolVersion","The NEON document number and version of the aquatic stable isotopes protocol where detailed information regarding the sampling method used is available; format NEON.DOC.######vX","NA","string",NA
"3202",2373,"H2OIsotopeSampleCollected","Indicator of whether a sample was collected for H2O isotope analysis","NA","string",NA
"3203",2374,"processedDateH2OIsotopes","Date or date and time of processing event of H2O isotope sample","NA","dateTime",NA
"3204",2375,"processedDateFilters","Date or date and time of processing event of filtered samples","NA","dateTime",NA
"3205",2376,"sampleVolumeFilteredPOMRep1","Volume of water filtered through the filter for particulate organic matter (POM) replicate 1 for isotope external analysis","milliliter","real",NA
"3206",2377,"sampleVolumeFilteredPOMRep2","Volume of water filtered through the filter for particulate organic matter (POM) replicate 2 for isotope external analysis","milliliter","real",NA
"3207",2378,"isotopeH2OSampleID","Identifier of sample for 2H:1H and 18O:16O water stable isotope sample","NA","string",NA
"3208",2379,"isotopePOMSampleID","Identifier of sample for 13C:12C and 15N:14N particulate organic matter (POM) stable isotope sample","NA","string",NA
"3209",2380,"isotopePOMRep2SampleID","Identifier of sample for 13C:12C and 15N:14N particulate organic matter (POM) stable isotope sample for replicate 2","NA","string",NA
"3210",2381,"sampleNumber","Number of sample collected","NA","unsigned integer",NA
"3211",2382,"substratumSizeClass","Size class of the substratum sampled","NA","string",NA
"3212",2383,"ponarDepth","Depth of petite ponar sample","meter","real",NA
"3213",2384,"snagLength","Length of snag sampled","centimeter","real",NA
"3214",2385,"snagDiameter","Diameter of snag sampled","centimeter","real",NA
"3215",2386,"subsamplePercent","Percent of the total sample contained in the subsample","percent","real",NA
"3216",2387,"qcSortDate","Date sample sorted for QC","NA","dateTime",NA
"3217",2388,"primaryMatrix","Primary material in the sample","NA","string",NA
"3218",2389,"preRinseVolume","Estimated volume of sample upon arrival at lab","liter","real",NA
"3219",2390,"postRinseVolume","Estimated volume of sample after preservative has been rinsed","liter","real",NA
"3220",2391,"qcSortedBy","Anonymized name of lab personnel sorting for QC","NA","string",NA
"3221",2392,"qcPercentSimilarity","Percent similarity of original taxonomy report and QC taxonomy report (identification + count)","percent","real",NA
"3222",2393,"benchRemarks","Lab technician notes; free text accompanying the record","NA","string",NA
"3223",2394,"invertebrateLifeStage","Macroinvertebrate stage of development (larva, pupa, adult)","NA","string",NA
"3224",2395,"sizeClass","Size class of individual(s)","millimeter","unsigned integer",NA
"3225",2396,"immatureSpecimen","Sample contains immature specimen(s) for which target level of identification cannot be achieved","NA","string",NA
"3226",2397,"indeterminateSpecimen","Specimens are not well-described in the literature, not all taxa for a group are included in the literature, or observed characters are such that they do not fit described taxa. See accompanying identificationRemarks","NA","string",NA
"3227",2398,"distinctTaxon","Taxon is known to be distinct within the sample, used for species richness metrics","NA","string",NA
"3228",2399,"qcSortingEfficacy","Total percent of sample recovered, verified by QC process","percent","real",NA
"3229",2400,"qcIterationCount","Number of iterations of QC process performed","number","unsigned integer",NA
"3230",2401,"qcChecked","Whether or not QC procedure was performed","NA","string",NA
"3231",2402,"indeterminateSpecies","Sample contains specimen(s) not well-described in the literature, not all taxa for a group are included in the literature, or observed characters are such that they do not fit described taxa. See accompanying identificationRemarks","NA","string",NA
"3232",2403,"notSubsampled","Subsampling was not performed (for example, due to relative taxon abundance or rareness within a sample)","NA","string",NA
"3233",2404,"subphylum","The scientific name of the subphylum in which the taxon is classified","NA","string",NA
"3234",2405,"subclass","The scientific name of the subclass in which the taxon is classified","NA","string",NA
"3235",2406,"infraclass","The scientific name of the infraclass in which the taxon is classified","NA","string",NA
"3236",2407,"superorder","The scientific name of the superorder in which the taxon is classified","NA","string",NA
"3237",2408,"suborder","The scientific name of the suborder in which the taxon is classified","NA","string",NA
"3238",2409,"infraorder","The scientific name of the infraorder in which the taxon is classified","NA","string",NA
"3239",2410,"superfamily","The scientific name of the superfamily in which the taxon is classified","NA","string",NA
"3240",2411,"subtribe","The scientific name of the subtribe in which the taxon is classified","NA","string",NA
"3241",2412,"referenceCount","Number of individuals removed from this sample and placed in reference collection","number","unsigned integer",NA
"3242",2413,"referenceID","Unique identifier associated with the reference collection","NA","string",NA
"3243",2414,"fieldRemarks","Field technician notes; free text accompanying the record","NA","string",NA
"3244",2415,"estimatedTotalCount","Estimated total count of individuals within a sample, of given taxon, life stage, and size class","number","real",NA
"3245",2416,"estimatedArealCount","Estimated count of individuals per unit area within a sample, of given taxon, life stage, and size class","numberPerSquareMeter","real",NA
"3246",2417,"observerInstitutionName","The name of the institution with which the observer is affiliated","NA","string",NA
"3247",2418,"technicianID","Unique identifier for technician","NA","string",NA
"3248",2419,"fullName","Full name of personnel","NA","string",NA
"3249",2420,"evaluationMethod","Method of evaluation for technician","NA","string",NA
"3250",2421,"evaluationScore","Score for the evaluation method","percent","unsigned integer",NA
"3251",2422,"localDate","Date of measurement, observation, or collection event (local time zone at sampling location)","NA","string",NA
"3252",2423,"localStartTime","Time at which sampling is initiated (local time zone at sampling location)","NA","string",NA
"3253",2424,"startCloudCoverPercentage","Observer estimate of percent cloud cover at start of sampling","percent","unsigned integer",NA
"3254",2425,"endCloudCoverPercentage","Observer estimate of percent cloud cover at end of sampling","percent","unsigned integer",NA
"3255",2426,"startRH","Relative humidity as measured by handheld weather meter at the start of sampling","percent","unsigned integer",NA
"3256",2427,"endRH","Relative humidity as measured by handheld weather meter at the end of sampling","percent","unsigned integer",NA
"3257",2428,"observedHabitat","Observer assessment of dominant habitat at the sampling point at sampling time","NA","string",NA
"3258",2429,"observedAirTemp","The air temperature measured with a handheld weather meter","celsius","real",NA
"3259",2430,"kmPerHourObservedWindSpeed","The average wind speed measured with a handheld weather meter, in kilometers per hour","kilometersPerHour","real",NA
"3260",2431,"pointCountMinute","The minute of sampling within the point count period","NA","unsigned integer",NA
"3261",2432,"observerDistance","Radial distance between the observer and the individual(s) being observed","meter","real",NA
"3262",2433,"detectionMethod","How the individual(s) was (were) first detected by the observer","NA","string",NA
"3263",2434,"sexOrAge","Sex of individual if detectable, age of individual if individual can not be sexed","NA","string",NA
"3264",2435,"observedWindSpeed","The average wind speed measured with a handheld weather meter","metersPerSecond","real",NA
"3265",2436,"visualConfirmation","Whether the individual(s) was (were) seen after the initial detection","NA","string",NA
"3266",2437,"clusterCode","Alphabetic code (A-Z) linked to clusters (groups of individuals of the same species) spanning multiple records","NA","string",NA
"3267",2438,"clusterSize","Number of individuals in a cluster (a group of individuals of the same species)","number","unsigned integer",NA
"3268",2439,"pointID","Identifier for a point location","NA","string",NA
"3269",2440,"referencePointPosition","The pointID used to describe the spatial position of the plot","NA","string",NA
"3270",2441,"vernacularName","A common or vernacular name","NA","string",NA
"3271",2442,"section","The scientific name of the section in which the organism is classified","NA","string",NA
"3272",2443,"subkingdom","The scientific name of the subkingdom in which the taxon is classified","NA","string",NA
"3273",2444,"infrakingdom","The scientific name of the infrakingdom in which the taxon is classified","NA","string",NA
"3274",2445,"superdivision","The scientific name of the superdivision in which the taxon is classified","NA","string",NA
"3275",2446,"division","The scientific name of the division in which the taxon is classified","NA","string",NA
"3276",2447,"subdivision","The scientific name of the subdivision in which the taxon is classified","NA","string",NA
"3277",2448,"infradivision","The scientific name of the infradivision in which the taxon is classified","NA","string",NA
"3278",2449,"parvdivision","The scientific name of the parvdivision in which the taxon is classified","NA","string",NA
"3279",2450,"superclass","The scientific name of the superclass in which the taxon is classified","NA","string",NA
"3280",2451,"subsection","The scientific name of the subsection in which the organism is classified","NA","string",NA
"3281",2452,"subspecies","The subspecies (infraspecific name below the rank of infraspecific epithet) of the scientific name applied to the taxon","NA","string",NA
"3282",2453,"subvariety","The subvariety (infraspecific name below the rank of variety) of the scientific name applied to the taxon","NA","string",NA
"3283",2454,"subform","The subform (infraspecific name below the rank of form) of the scientific name applied to the taxon","NA","string",NA
"3284",2455,"form","The form (infraspecific name below the rank of infraspecific epithet) of the scientific name applied to the taxon","NA","string",NA
"3285",2456,"speciesGroup","The unofficial species group into which the taxon is categorized","NA","string",NA
"3286",2457,"gasCyl","Dummy term for gas cylinder so gas concentration can be accessed through existing CalVal input system","NA","real",NA
"3287",2458,"tray45Vial","Dummy term for L2130-I autosampler tray with 45 vials so concentration can be accessed through existing CalVal input system","NA","real",NA
"3288",2459,"tray90Vial","Dummy term for L2130-I autosampler tray with 90 vials so concentration can be accessed through existing CalVal input system","NA","real",NA
"3289",2460,"PM15Median","Median particulate matter 15","milligramsPerCubicMeter","real",NA
"3290",2461,"PM15Minimum","Minimum particulate matter 15","milligramsPerCubicMeter","real",NA
"3291",2462,"PM15Maximum","Maximum particulate matter 15","milligramsPerCubicMeter","real",NA
"3292",2463,"PM15NumPts","Number of points used to calculate the Median particulate matter 15","number","real",NA
"3293",2464,"PM15MAD","Median Absolute Deviation (from the median) for particulate matter 15","milligramsPerCubicMeter","real",NA
"3294",2465,"PM15rangeQAQCRpt","Quality assurance and quality control report for the range test for particulate matter 15, which indicates whether a datum exceeds a realistic value, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3295",2466,"PM15persistenceQAQCRpt","Quality assurance and quality control report for the persistence test for particulate matter 15, which indicates  whether there is a realistic fluctuation of values over a designated period of time, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3296",2467,"PM15stepQAQCRpt","Quality assurance and quality control report for the step test for particulate matter 15, which indicates whether unusual jumps in the data exist, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3297",2468,"PM15nullQAQCRpt","Quality assurance and quality control report for the null test for particulate matter 15, which indicates a missing datum, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3298",2469,"PM15gapQAQCRpt","Quality assurance and quality control report for the gap test for particulate matter 15, which indicates that the datum is missing and is a part of a prolonged period of missing data, detailed in NEON.DOC.011081 (1=fail, 0=pass)","NA","string",NA
"3299",2470,"PM15consistencyQAQCRpt","Quality assurance and quality control report for the consistency test for particulate matter 15, which indicates whether or not measurements are consistent with co-located measurements, (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3300",2471,"PM15spikeQAQCRpt","Quality assurance and quality control report for the spike test for particulate matter 15, which indicates whether or not a datum has been identified as a spike, detailed in NEON.DOC.000783 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3301",2472,"PM15alphaQAQCRpt","Quality assurance and quality control report for the alpha quality flag for particulate matter 15, which indicates if one or more quality analysis failed for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3302",2473,"PM15betaQAQCRpt","Quality assurance and quality control report for the beta quality flag for particulate matter 15, which indicates if one or more quality analysis could not be run for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3303",2474,"PM15rangeFailQM","Quality metric that summarizes the failed outcomes of the range test for particulate matter 15 over the averaging period, as a percent","percent","real",NA
"3304",2475,"PM15rangePassQM","Quality metric that summarizes the passed outcomes of the range test for particulate matter 15 over the averaging period, as a percent","percent","real",NA
"3305",2476,"PM15rangeNAQM","Quality metric that summarizes when the range test for particulate matter 15 could not be run over the averaging period, as a percent","percent","real",NA
"3306",2477,"PM15persistenceFailQM","Quality metric that summarizes  the failed outcomes of the persistence test for particulate matter 15 over the averaging period, as a percent","percent","real",NA
"3307",2478,"PM15persistencePassQM","Quality metric that summarizes the passed outcomes of the persistence test for particulate matter 15 over the averaging period, as a percent","percent","real",NA
"3308",2479,"PM15persistenceNAQM","Quality metric that summarizes when the persistence test for particulate matter 15 could not be run over the averaging period, as a percent","percent","real",NA
"3309",2480,"PM15stepFailQM","Quality metric that summarizes the failed outcomes of the step test for particulate matter 15 over the averaging period, as a percent","percent","real",NA
"3310",2481,"PM15stepPassQM","Quality metric that summarizes the passed outcomes of the step test for particulate matter 15 over the averaging period, as a percent","percent","real",NA
"3311",2482,"PM15stepNAQM","Quality metric that summarizes when the step test for particulate matter 15 could not be run over the averaging period, as a percent","percent","real",NA
"3312",2483,"PM15nullFailQM","Quality metric that summarizes the failed outcomes of the null test for particulate matter 15 over the averaging period, as a percent","percent","real",NA
"3313",2484,"PM15nullPassQM","Quality metric that summarizes the passed outcomes of the null test for particulate matter 15 over the averaging period, as a percent","percent","real",NA
"3314",2485,"PM15nullNAQM","Quality metric that summarizes when the null test for particulate matter 15 could not be run over the averaging period, as a percent","percent","real",NA
"3315",2486,"PM15gapFailQM","Quality metric that summarizes the failed outcomes of the gap test for particulate matter 15 over the averaging period, as a percent","percent","real",NA
"3316",2487,"PM15gapPassQM","Quality metric that summarizes the passed outcomes of the gap test for particulate matter 15 over the averaging period, as a percent","percent","real",NA
"3317",2488,"PM15gapNAQM","Quality metric that summarizes when the gap test for particulate matter 15 could not be run over the averaging period, as a percent","percent","real",NA
"3318",2489,"PM15spikeFailQM","Quality metric that summarizes the failed outcomes of the spike test for particulate matter 15 over the averaging period, as a percent","percent","real",NA
"3319",2490,"PM15spikePassQM","Quality metric that summarizes the passed outcomes of the spike test for particulate matter 15 over the averaging period, as a percent","percent","real",NA
"3320",2491,"PM15spikeNAQM","Quality metric that summarizes when the spike test for particulate matter 15 could not be run over the averaging period, as a percent","percent","real",NA
"3321",2492,"PM15consistencyFailQM","Quality metric that summarizes the failed outcomes of the consistency test for particulate matter 15 over the averaging period, as a percent","percent","real",NA
"3322",2493,"PM15consistencyPassQM","Quality metric that summarizes the passed outcomes of the consistency test for particulate matter 15 over the averaging period, as a percent","percent","real",NA
"3323",2494,"PM15consistencyNAQM","Quality metric that summarizes when the consistency test for particulate matter 15 could not be run over the averaging period, as a percent","percent","real",NA
"3324",2495,"PM15alphaQM","Quality metric detailing the outcomes of the alpha quality flag for particulate matter 15 over the averaging period, as a percent and detailed in NEON.DOC.001113","percent","real",NA
"3325",2496,"PM15betaQM","Quality metric detailing the outcomes of the beta quality flag for particulate matter 15 over the averaging period, as a percent and detailed in NEON.DOC.001113","percent","real",NA
"3326",2497,"PM15finalQF","Quality flag indicating whether the PM15 data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)","NA","unsigned integer",NA
"3327",2498,"PM10Median","Median particulate matter 10","milligramsPerCubicMeter","real",NA
"3328",2499,"PM10Minimum","Minimum particulate matter 10","milligramsPerCubicMeter","real",NA
"3329",2500,"PM10Maximum","Maximum particulate matter 10","milligramsPerCubicMeter","real",NA
"3330",2501,"PM10NumPts","Number of points used to calculate the Median particulate matter 10","number","real",NA
"3331",2502,"PM10MAD","Median Absolute Deviation (from the median) for particulate matter 10","milligramsPerCubicMeter","real",NA
"3332",2503,"PM10rangeQAQCRpt","Quality assurance and quality control report for the range test for particulate matter 10, which indicates whether a datum exceeds a realistic value, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3333",2504,"PM10persistenceQAQCRpt","Quality assurance and quality control report for the persistence test for particulate matter 10, which indicates  whether there is a realistic fluctuation of values over a designated period of time, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3334",2505,"PM10stepQAQCRpt","Quality assurance and quality control report for the step test for particulate matter 10, which indicates whether unusual jumps in the data exist, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3335",2506,"PM10nullQAQCRpt","Quality assurance and quality control report for the null test for particulate matter 10, which indicates a missing datum, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3336",2507,"PM10gapQAQCRpt","Quality assurance and quality control report for the gap test for particulate matter 10, which indicates that the datum is missing and is a part of a prolonged period of missing data, detailed in NEON.DOC.011081 (1=fail, 0=pass)","NA","string",NA
"3337",2508,"PM10consistencyQAQCRpt","Quality assurance and quality control report for the consistency test for particulate matter 10, which indicates whether or not measurements are consistent with co-located measurements, (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3338",2509,"PM10spikeQAQCRpt","Quality assurance and quality control report for the spike test for particulate matter 10, which indicates whether or not a datum has been identified as a spike, detailed in NEON.DOC.000783 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3339",2510,"PM10alphaQAQCRpt","Quality assurance and quality control report for the alpha quality flag for particulate matter 10, which indicates if one or more quality analysis failed for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3340",2511,"PM10betaQAQCRpt","Quality assurance and quality control report for the beta quality flag for particulate matter 10, which indicates if one or more quality analysis could not be run for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3341",2512,"PM10rangeFailQM","Quality metric that summarizes the failed outcomes of the range test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3342",2513,"PM10rangePassQM","Quality metric that summarizes the passed outcomes of the range test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3343",2514,"PM10rangeNAQM","Quality metric that summarizes when the range test for particulate matter 10 could not be run over the averaging period, as a percent","percent","real",NA
"3344",2515,"PM10persistenceFailQM","Quality metric that summarizes  the failed outcomes of the persistence test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3345",2516,"PM10persistencePassQM","Quality metric that summarizes the passed outcomes of the persistence test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3346",2517,"PM10persistenceNAQM","Quality metric that summarizes when the persistence test for particulate matter 10 could not be run over the averaging period, as a percent","percent","real",NA
"3347",2518,"PM10stepFailQM","Quality metric that summarizes the failed outcomes of the step test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3348",2519,"PM10stepPassQM","Quality metric that summarizes the passed outcomes of the step test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3349",2520,"PM10stepNAQM","Quality metric that summarizes when the step test for particulate matter 10 could not be run over the averaging period, as a percent","percent","real",NA
"3350",2521,"PM10nullFailQM","Quality metric that summarizes the failed outcomes of the null test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3351",2522,"PM10nullPassQM","Quality metric that summarizes the passed outcomes of the null test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3352",2523,"PM10nullNAQM","Quality metric that summarizes when the null test for particulate matter 10 could not be run over the averaging period, as a percent","percent","real",NA
"3353",2524,"PM10gapFailQM","Quality metric that summarizes the failed outcomes of the gap test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3354",2525,"PM10gapPassQM","Quality metric that summarizes the passed outcomes of the gap test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3355",2526,"PM10gapNAQM","Quality metric that summarizes when the gap test for particulate matter 10 could not be run over the averaging period, as a percent","percent","real",NA
"3356",2527,"PM10spikeFailQM","Quality metric that summarizes the failed outcomes of the spike test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3357",2528,"PM10spikePassQM","Quality metric that summarizes the passed outcomes of the spike test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3358",2529,"PM10spikeNAQM","Quality metric that summarizes when the spike test for particulate matter 10 could not be run over the averaging period, as a percent","percent","real",NA
"3359",2530,"PM10consistencyFailQM","Quality metric that summarizes the failed outcomes of the consistency test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3360",2531,"PM10consistencyPassQM","Quality metric that summarizes the passed outcomes of the consistency test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3361",2532,"PM10consistencyNAQM","Quality metric that summarizes when the consistency test for particulate matter 10 could not be run over the averaging period, as a percent","percent","real",NA
"3362",2533,"PM10alphaQM","Quality metric detailing the outcomes of the alpha quality flag for particulate matter 10 over the averaging period, as a percent and detailed in NEON.DOC.001113","percent","real",NA
"3363",2534,"PM10betaQM","Quality metric detailing the outcomes of the beta quality flag for particulate matter 10 over the averaging period, as a percent and detailed in NEON.DOC.001113","percent","real",NA
"3364",2535,"PM10finalQF","Quality flag indicating whether the PM10 data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)","NA","unsigned integer",NA
"3365",2536,"PM4Median","Median particulate matter 4","milligramsPerCubicMeter","real",NA
"3366",2537,"PM4Minimum","Minimum particulate matter 4","milligramsPerCubicMeter","real",NA
"3367",2538,"PM4Maximum","Maximum particulate matter 4","milligramsPerCubicMeter","real",NA
"3368",2539,"PM4NumPts","Number of points used to calculate the Median particulate matter 4","number","real",NA
"3369",2540,"PM4MAD","Median Absolute Deviation (from the median) for particulate matter 4","milligramsPerCubicMeter","real",NA
"3370",2541,"PM4rangeQAQCRpt","Quality assurance and quality control report for the range test for particulate matter 4, which indicates whether a datum exceeds a realistic value, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3371",2542,"PM4persistenceQAQCRpt","Quality assurance and quality control report for the persistence test for particulate matter 4, which indicates  whether there is a realistic fluctuation of values over a designated period of time, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3372",2543,"PM4stepQAQCRpt","Quality assurance and quality control report for the step test for particulate matter 4, which indicates whether unusual jumps in the data exist, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3373",2544,"PM4nullQAQCRpt","Quality assurance and quality control report for the null test for particulate matter 4, which indicates a missing datum, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3374",2545,"PM4gapQAQCRpt","Quality assurance and quality control report for the gap test for particulate matter 4, which indicates that the datum is missing and is a part of a prolonged period of missing data, detailed in NEON.DOC.011081 (1=fail, 0=pass)","NA","string",NA
"3375",2546,"PM4consistencyQAQCRpt","Quality assurance and quality control report for the consistency test for particulate matter 4, which indicates whether or not measurements are consistent with co-located measurements, (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3376",2547,"PM4spikeQAQCRpt","Quality assurance and quality control report for the spike test for particulate matter 4, which indicates whether or not a datum has been identified as a spike, detailed in NEON.DOC.000783 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3377",2548,"PM4alphaQAQCRpt","Quality assurance and quality control report for the alpha quality flag for particulate matter 4, which indicates if one or more quality analysis failed for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3378",2549,"PM4betaQAQCRpt","Quality assurance and quality control report for the beta quality flag for particulate matter 4, which indicates if one or more quality analysis could not be run for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"3379",2550,"PM4rangeFailQM","Quality metric that summarizes the failed outcomes of the range test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3380",2551,"PM4rangePassQM","Quality metric that summarizes the passed outcomes of the range test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3381",2552,"PM4rangeNAQM","Quality metric that summarizes when the range test for particulate matter 4 could not be run over the averaging period, as a percent","percent","real",NA
"3382",2553,"PM4persistenceFailQM","Quality metric that summarizes  the failed outcomes of the persistence test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3383",2554,"PM4persistencePassQM","Quality metric that summarizes the passed outcomes of the persistence test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3384",2555,"PM4persistenceNAQM","Quality metric that summarizes when the persistence test for particulate matter 4 could not be run over the averaging period, as a percent","percent","real",NA
"3385",2556,"PM4stepFailQM","Quality metric that summarizes the failed outcomes of the step test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3386",2557,"PM4stepPassQM","Quality metric that summarizes the passed outcomes of the step test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
