"plotID","pointID","plotType","subtype","decimalLatitude","decimalLongitude","geodeticDatum","utmZone","easting","northing","coordinateUncertainty","coordinateSource","elevation","elevationUncertainty","nlcdClass","monumentType","applicableModules","siteID"
"OSBS_030","21","tower","basePlot",29.689247,-81.997813,"WGS84","17N",403462.34,3284768.622,0.1,"GeoXH 6000",46.48,0.12,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_030","23","tower","basePlot",29.689245,-81.997603,"WGS84","17N",403482.615,3284768.163,0.1,"GeoXH 6000",45.41,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_030","25","tower","basePlot",29.689243,-81.997402,"WGS84","17N",403502.109,3284767.772,0.16,"GeoXH 6000",44.23,0.18,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_030","39","tower","basePlot",29.689425,-81.99781,"WGS84","17N",403462.747,3284788.339,0.1,"GeoXH 6000",47.37,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_030","41","tower","basePlot",29.689424,-81.997606,"WGS84","17N",403482.556,3284788.07,0.1,"GeoXH 6000",46.1,0.11,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_030","43","tower","basePlot",29.689418,-81.997399,"WGS84","17N",403502.517,3284787.182,0.11,"GeoXH 6000",44.77,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_030","57","tower","basePlot",29.689608,-81.997803,"WGS84","17N",403463.617,3284808.534,0.1,"GeoXH 6000",47.93,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_030","59","tower","basePlot",29.689603,-81.997588,"WGS84","17N",403484.412,3284807.861,0.1,"GeoXH 6000",46.74,0.14,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_030","61","tower","basePlot",29.689587,-81.997386,"WGS84","17N",403503.935,3284805.946,0.1,"GeoXH 6000",44.84,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_031","21","tower","basePlot",29.688791,-81.99131,"WGS84","17N",404091.108,3284712.7,0.21,"GeoXH 6000",45.22,0.27,"evergreenForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","OSBS"
"OSBS_031","23","tower","basePlot",29.688789,-81.991102,"WGS84","17N",404111.19,3284712.288,0.16,"GeoXH 6000",44.91,0.18,"evergreenForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","OSBS"
"OSBS_031","25","tower","basePlot",29.688785,-81.990912,"WGS84","17N",404129.592,3284711.633,0.22,"GeoXH 6000",45.16,0.39,"evergreenForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","OSBS"
"OSBS_031","39","tower","basePlot",29.688969,-81.991309,"WGS84","17N",404091.375,3284732.357,0.1,"GeoXH 6000",45.22,0.11,"evergreenForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","OSBS"
"OSBS_031","43","tower","basePlot",29.688973,-81.990897,"WGS84","17N",404131.211,3284732.456,0.26,"GeoXH 6000",44.22,0.43,"evergreenForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","OSBS"
"OSBS_031","57","tower","basePlot",29.68915,-81.991307,"WGS84","17N",404091.704,3284752.383,0.24,"GeoXH 6000",45.46,0.28,"evergreenForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","OSBS"
"OSBS_031","59","tower","basePlot",29.689145,-81.991106,"WGS84","17N",404111.139,3284751.739,0.3,"GeoXH 6000",44.94,0.34,"evergreenForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","OSBS"
"OSBS_031","61","tower","basePlot",29.689145,-81.990891,"WGS84","17N",404131.997,3284751.547,0.11,"GeoXH 6000",44.19,0.11,"evergreenForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","OSBS"
"OSBS_031","41","tower","basePlot",29.688968,-81.991105,"WGS84","17N",404111.075,3284732.076,NA,"GIS",49.21,NA,"evergreenForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","OSBS"
"OSBS_032","21","tower","basePlot",29.68985,-81.991307,"WGS84","17N",404092.37,3284829.985,0.1,"GeoXH 6000",46.35,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_032","23","tower","basePlot",29.689852,-81.991102,"WGS84","17N",404112.24,3284830.098,0.1,"GeoXH 6000",46.23,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_032","25","tower","basePlot",29.689847,-81.990915,"WGS84","17N",404130.348,3284829.385,0.1,"GeoXH 6000",45.71,0.12,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_032","39","tower","basePlot",29.690039,-81.991316,"WGS84","17N",404091.71,3284850.95,0.1,"GeoXH 6000",46.27,0.13,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_032","41","tower","basePlot",29.690033,-81.99111,"WGS84","17N",404111.565,3284850.091,0.1,"GeoXH 6000",46.41,0.12,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_032","43","tower","basePlot",29.690026,-81.990903,"WGS84","17N",404131.631,3284849.179,0.14,"GeoXH 6000",46,0.26,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_032","57","tower","basePlot",29.690213,-81.991312,"WGS84","17N",404092.21,3284870.262,0.1,"GeoXH 6000",45.88,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_032","59","tower","basePlot",29.690213,-81.991118,"WGS84","17N",404111.055,3284870.048,0.1,"GeoXH 6000",45.9,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_032","61","tower","basePlot",29.690213,-81.9909,"WGS84","17N",404132.088,3284869.923,0.1,"GeoXH 6000",45.98,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_033","59","tower","basePlot",29.690236,-81.989567,"WGS84","17N",404261.055,3284871.367,0.23,"GeoXH 6000",42.71,0.49,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_033","21","tower","basePlot",29.689877,-81.989763,"WGS84","17N",404241.781,3284831.659,0.13,"GeoXH 6000",44.16,0.18,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_033","25","tower","basePlot",29.689883,-81.989363,"WGS84","17N",404280.474,3284831.994,0.12,"GeoXH 6000",46.52,0.14,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_033","39","tower","basePlot",29.690065,-81.989765,"WGS84","17N",404241.808,3284852.518,0.1,"GeoXH 6000",44.08,0.13,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_033","41","tower","basePlot",29.690061,-81.989562,"WGS84","17N",404261.453,3284851.886,0.11,"GeoXH 6000",44.13,0.21,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_033","43","tower","basePlot",29.690063,-81.989357,"WGS84","17N",404281.228,3284852.024,0.26,"GeoXH 6000",44.87,0.49,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_033","57","tower","basePlot",29.690238,-81.989764,"WGS84","17N",404241.998,3284871.664,0.27,"GeoXH 6000",44.06,0.4,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_033","61","tower","basePlot",29.690242,-81.989365,"WGS84","17N",404280.663,3284871.813,0.21,"GeoXH 6000",42.47,0.29,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_033","23","tower","basePlot",29.68988,-81.989561,"WGS84","17N",404261.376,3284831.916,0.1,"GeoXH 6000",43.71,0.11,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_034","21","tower","basePlot",29.688542,-81.9885,"WGS84","17N",404362.705,3284682.764,0.1,"GeoXH 6000",41.36,0.12,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_034","23","tower","basePlot",29.688541,-81.988298,"WGS84","17N",404382.267,3284682.471,0.15,"GeoXH 6000",41.63,0.25,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_034","25","tower","basePlot",29.688541,-81.9881,"WGS84","17N",404401.411,3284682.248,0.1,"GeoXH 6000",41.94,0.11,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_034","39","tower","basePlot",29.688719,-81.988504,"WGS84","17N",404362.544,3284702.3,0.17,"GeoXH 6000",42.25,0.41,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_034","41","tower","basePlot",29.68872,-81.988299,"WGS84","17N",404382.301,3284702.319,0.11,"GeoXH 6000",41.54,0.15,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_034","43","tower","basePlot",29.688722,-81.988096,"WGS84","17N",404402.028,3284702.331,0.13,"GeoXH 6000",42.15,0.24,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_034","57","tower","basePlot",29.688895,-81.988507,"WGS84","17N",404362.429,3284721.812,0.14,"GeoXH 6000",40.87,0.25,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_034","59","tower","basePlot",29.6889,-81.988302,"WGS84","17N",404382.225,3284722.19,0.11,"GeoXH 6000",41.58,0.12,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_034","61","tower","basePlot",29.688897,-81.988099,"WGS84","17N",404401.893,3284721.777,0.29,"GeoXH 6000",42.62,0.5,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_035","21","tower","basePlot",29.687343,-81.997772,"WGS84","17N",403464.504,3284557.59,0.1,"GeoXH 6000",42.87,0.12,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_035","23","tower","basePlot",29.68735,-81.997571,"WGS84","17N",403483.96,3284558.169,0.11,"GeoXH 6000",43.3,0.33,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_035","25","tower","basePlot",29.68735,-81.99737,"WGS84","17N",403503.406,3284558.028,0.1,"GeoXH 6000",43.54,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_035","39","tower","basePlot",29.687531,-81.997781,"WGS84","17N",403463.758,3284578.367,0.11,"GeoXH 6000",43.36,0.15,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_035","41","tower","basePlot",29.687529,-81.997576,"WGS84","17N",403483.638,3284577.985,0.14,"GeoXH 6000",43.6,0.34,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_035","43","tower","basePlot",29.687523,-81.997372,"WGS84","17N",403503.334,3284577.194,0.12,"GeoXH 6000",43.51,0.4,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_035","57","tower","basePlot",29.687708,-81.997782,"WGS84","17N",403463.851,3284598.081,0.1,"GeoXH 6000",43.73,0.25,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_035","59","tower","basePlot",29.687705,-81.997579,"WGS84","17N",403483.471,3284597.577,0.1,"GeoXH 6000",43.9,0.13,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_035","61","tower","basePlot",29.687702,-81.997377,"WGS84","17N",403502.989,3284597.023,0.1,"GeoXH 6000",44.19,0.14,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_036","21","tower","basePlot",29.691253,-81.990714,"WGS84","17N",404151.078,3284984.979,0.11,"GeoXH 6000",43.35,0.2,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_036","25","tower","basePlot",29.691246,-81.990312,"WGS84","17N",404189.982,3284983.827,0.21,"GeoXH 6000",43.95,0.31,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_036","39","tower","basePlot",29.691427,-81.990716,"WGS84","17N",404151.06,3285004.277,0.15,"GeoXH 6000",45.49,0.22,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_036","41","tower","basePlot",29.691429,-81.990504,"WGS84","17N",404171.617,3285004.277,0.15,"GeoXH 6000",43.88,0.19,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_036","43","tower","basePlot",29.691426,-81.990307,"WGS84","17N",404190.66,3285003.753,0.26,"GeoXH 6000",44.82,0.33,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_036","57","tower","basePlot",29.69161,-81.990706,"WGS84","17N",404152.185,3285024.561,0.1,"GeoXH 6000",43.95,0.14,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_036","61","tower","basePlot",29.691612,-81.990285,"WGS84","17N",404192.945,3285024.4,0.23,"GeoXH 6000",44.16,0.35,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_036","23","tower","basePlot",29.691251,-81.990513,"WGS84","17N",404170.544,3284984.555,0.11,"GeoXH 6000",43.39,0.15,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_036","59","tower","basePlot",29.691608,-81.990494,"WGS84","17N",404172.678,3285024.075,NA,"GIS",45.28,NA,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_037","21","tower","basePlot",29.686297,-81.994682,"WGS84","17N",403762.494,3284439.092,0.1,"GeoXH 6000",45.32,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_037","23","tower","basePlot",29.686298,-81.994481,"WGS84","17N",403781.902,3284439.074,0.1,"GeoXH 6000",44.78,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_037","25","tower","basePlot",29.686294,-81.994274,"WGS84","17N",403801.876,3284438.372,0.1,"GeoXH 6000",44.44,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_037","39","tower","basePlot",29.686472,-81.994678,"WGS84","17N",403762.985,3284458.428,0.1,"GeoXH 6000",45.84,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_037","41","tower","basePlot",29.686474,-81.994473,"WGS84","17N",403782.858,3284458.576,0.1,"GeoXH 6000",45.34,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_037","43","tower","basePlot",29.686468,-81.994268,"WGS84","17N",403802.673,3284457.726,0.1,"GeoXH 6000",44.84,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_037","57","tower","basePlot",29.686651,-81.99468,"WGS84","17N",403762.999,3284478.306,0.1,"GeoXH 6000",45.85,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_037","59","tower","basePlot",29.686653,-81.994482,"WGS84","17N",403782.172,3284478.383,0.1,"GeoXH 6000",45.8,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_037","61","tower","basePlot",29.686649,-81.994262,"WGS84","17N",403803.431,3284477.701,0.1,"GeoXH 6000",45.37,0.13,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_038","41","tower","basePlot",29.690777,-81.997627,"WGS84","17N",403481.778,3284937.945,0.17,"GeoXH 6000",46.03,0.18,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_038","43","tower","basePlot",29.690782,-81.99742,"WGS84","17N",403501.795,3284938.305,0.11,"GeoXH 6000",45.49,0.13,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_038","21","tower","basePlot",29.69061,-81.997846,"WGS84","17N",403460.439,3284919.602,0.11,"GeoXH 6000",45.45,0.26,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_038","23","tower","basePlot",29.690603,-81.99764,"WGS84","17N",403480.375,3284918.706,0.11,"GeoXH 6000",45.83,0.49,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_038","25","tower","basePlot",29.690596,-81.997421,"WGS84","17N",403501.494,3284917.707,0.1,"GeoXH 6000",45.05,0.28,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_038","39","tower","basePlot",29.690792,-81.997833,"WGS84","17N",403461.84,3284939.806,0.11,"GeoXH 6000",46.48,0.15,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_038","57","tower","basePlot",29.690968,-81.997824,"WGS84","17N",403462.941,3284959.318,0.13,"GeoXH 6000",47.12,0.24,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_038","59","tower","basePlot",29.690961,-81.997612,"WGS84","17N",403483.371,3284958.397,0.13,"GeoXH 6000",46.25,0.24,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_038","61","tower","basePlot",29.69097,-81.997426,"WGS84","17N",403501.407,3284959.146,0.11,"GeoXH 6000",45.94,0.16,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_039","21","tower","basePlot",29.693124,-81.991024,"WGS84","17N",404122.889,3285192.609,0.1,"GeoXH 6000",46.1,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_039","23","tower","basePlot",29.693126,-81.990817,"WGS84","17N",404142.879,3285192.638,0.1,"GeoXH 6000",46.58,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_039","25","tower","basePlot",29.693122,-81.990614,"WGS84","17N",404162.49,3285192.031,0.1,"GeoXH 6000",46.36,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_039","39","tower","basePlot",29.6933,-81.991025,"WGS84","17N",404122.958,3285212.038,0.1,"GeoXH 6000",47.33,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_039","41","tower","basePlot",29.6933,-81.990822,"WGS84","17N",404142.609,3285211.938,0.1,"GeoXH 6000",47.43,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_039","43","tower","basePlot",29.693316,-81.990615,"WGS84","17N",404162.58,3285213.457,0.1,"GeoXH 6000",46.94,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_039","57","tower","basePlot",29.693468,-81.991028,"WGS84","17N",404122.813,3285230.706,0.1,"GeoXH 6000",47.65,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_039","59","tower","basePlot",29.693479,-81.990825,"WGS84","17N",404142.473,3285231.779,0.1,"GeoXH 6000",47.76,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_039","61","tower","basePlot",29.69348,-81.990617,"WGS84","17N",404162.562,3285231.709,0.1,"GeoXH 6000",47.28,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_040","21","tower","basePlot",29.688798,-81.989759,"WGS84","17N",404241.128,3284712.1,0.2,"GeoXH 6000",46.99,0.22,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_040","23","tower","basePlot",29.688796,-81.989559,"WGS84","17N",404260.542,3284711.774,0.19,"GeoXH 6000",45.04,0.69,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_040","25","tower","basePlot",29.688791,-81.989359,"WGS84","17N",404279.858,3284711.038,0.1,"GeoXH 6000",42.6,0.23,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_040","39","tower","basePlot",29.68898,-81.989761,"WGS84","17N",404241.101,3284732.257,0.11,"GeoXH 6000",43.68,0.15,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_040","41","tower","basePlot",29.688978,-81.989556,"WGS84","17N",404260.999,3284731.96,0.11,"GeoXH 6000",42.94,0.16,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_040","43","tower","basePlot",29.688975,-81.989351,"WGS84","17N",404280.842,3284731.459,0.1,"GeoXH 6000",42.41,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_040","57","tower","basePlot",29.689159,-81.989759,"WGS84","17N",404241.481,3284752.17,0.23,"GeoXH 6000",44.67,0.38,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_040","59","tower","basePlot",29.689155,-81.989564,"WGS84","17N",404260.341,3284751.591,0.2,"GeoXH 6000",47.1,0.52,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_040","61","tower","basePlot",29.689159,-81.989358,"WGS84","17N",404280.285,3284751.771,0.11,"GeoXH 6000",42.96,0.19,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_041","21","tower","basePlot",29.687349,-81.99653,"WGS84","17N",403584.622,3284557.223,0.1,"GeoXH 6000",45.49,0.14,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_041","23","tower","basePlot",29.687349,-81.996325,"WGS84","17N",403604.464,3284557.083,0.1,"GeoXH 6000",45.45,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_041","25","tower","basePlot",29.687356,-81.996124,"WGS84","17N",403623.901,3284557.641,0.1,"GeoXH 6000",45.2,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_041","39","tower","basePlot",29.687526,-81.996535,"WGS84","17N",403584.308,3284576.794,0.1,"GeoXH 6000",45.14,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_041","41","tower","basePlot",29.687527,-81.996333,"WGS84","17N",403603.882,3284576.719,0.1,"GeoXH 6000",44.66,0.16,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_041","43","tower","basePlot",29.687534,-81.996128,"WGS84","17N",403623.713,3284577.313,0.1,"GeoXH 6000",44.8,0.13,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_041","57","tower","basePlot",29.687705,-81.996538,"WGS84","17N",403584.236,3284596.668,0.1,"GeoXH 6000",44.62,0.1,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_041","59","tower","basePlot",29.687705,-81.996344,"WGS84","17N",403602.969,3284596.543,0.1,"GeoXH 6000",44.69,0.13,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_041","61","tower","basePlot",29.687707,-81.996125,"WGS84","17N",403624.222,3284596.511,0.1,"GeoXH 6000",44.76,0.12,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_042","43","tower","basePlot",29.692956,-81.996196,"WGS84","17N",403622.27,3285178.196,0.16,"GeoXH 6000",34.59,0.24,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_042","57","tower","basePlot",29.693134,-81.996613,"WGS84","17N",403582.184,3285198.259,0.18,"GeoXH 6000",33.02,0.35,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_042","59","tower","basePlot",29.693142,-81.996399,"WGS84","17N",403602.809,3285199.032,0.19,"GeoXH 6000",31.95,0.22,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_042","21","tower","basePlot",29.69279,-81.996615,"WGS84","17N",403581.614,3285160.214,0.14,"GeoXH 6000",38.95,0.19,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_042","23","tower","basePlot",29.692777,-81.996409,"WGS84","17N",403601.496,3285158.616,0.18,"GeoXH 6000",39.2,0.29,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_042","25","tower","basePlot",29.692773,-81.996203,"WGS84","17N",403621.468,3285157.948,0.27,"GeoXH 6000",38.8,0.54,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_042","39","tower","basePlot",29.692962,-81.996604,"WGS84","17N",403582.893,3285179.211,0.18,"GeoXH 6000",35.76,0.23,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_042","41","tower","basePlot",29.692959,-81.996398,"WGS84","17N",403602.758,3285178.774,0.3,"GeoXH 6000",36.61,0.52,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_042","61","tower","basePlot",29.69314,-81.996193,"WGS84","17N",403622.785,3285198.635,0.16,"GeoXH 6000",37.32,0.16,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_043","21","tower","basePlot",29.691263,-81.989171,"WGS84","17N",404300.373,3284984.759,0.19,"GeoXH 6000",42.59,0.59,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
"OSBS_043","39","tower","basePlot",29.691442,-81.989156,"WGS84","17N",404301.99,3285004.617,0.2,"GeoXH 6000",47.2,0.52,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","OSBS"
